Offset,MIDI
0.0,60
0.2,60
0.4,60
0.6,60
0.8,60
1.0,60
1.2,60
1.6,60
1.6,61
2.0,60
2.0,61
2.2,61
2.4,60
2.4,61
2.6,60
2.8,61
3.0,60
3.2,62
3.2,61
3.2,60
3.4,60
3.8,62
4.0,62
4.0,61
4.0,60
4.4,62
4.4,61
4.6,60
4.8,60
4.8,61
5.0,62
5.2,60
5.4,63
5.6,61
5.6,63
5.8,60
6.0,60
6.2,61
6.4,60
6.4,62
6.4,61
6.6,62
6.8,60
7.0,64
7.2,64
7.4,61
7.6,62
8.0,60
8.0,61
8.0,62
8.2,60
8.6,60
8.8,60
8.8,62
8.8,61
9.2,60
9.6,61
9.6,60
10.0,62
10.0,61
10.2,61
10.4,61
10.4,60
10.6,60
10.8,63
10.8,61
11.0,61
11.2,63
11.2,62
11.2,61
11.4,60
11.6,60
11.8,62
12.0,60
12.0,61
12.0,62
12.4,62
12.4,61
12.6,60
12.8,62
12.8,61
13.0,60
13.0,62
13.2,62
13.4,63
13.6,63
13.6,60
13.8,60
14.0,64
14.0,61
14.2,61
14.4,64
14.6,62
14.8,61
15.0,64
15.2,62
15.2,64
15.4,61
15.6,62
16.0,62
16.0,60
16.0,61
16.2,60
16.4,60
16.6,60
16.8,60
17.0,60
17.2,60
17.6,60
17.6,62
17.6,61
18.0,61
18.2,61
18.4,60
18.4,61
18.6,60
18.8,61
19.0,62
19.2,62
19.2,61
19.4,60
19.8,62
20.0,62
20.0,61
20.4,62
20.4,61
20.6,60
20.8,60
20.8,61
21.0,62
21.2,60
21.4,63
21.6,63
21.6,61
21.8,60
22.0,61
22.0,62
22.2,61
22.4,62
22.4,61
22.4,63
22.6,62
22.8,60
23.0,64
23.0,60
23.2,60
23.2,64
23.4,61
23.6,62
24.0,61
24.0,60
24.0,62
24.2,60
24.6,60
24.8,61
24.8,60
24.8,62
25.0,62
25.2,60
25.6,62
25.6,61
26.0,60
26.0,61
26.0,62
26.2,61
26.4,62
26.4,61
26.6,60
26.8,61
26.8,63
27.0,63
27.2,60
27.2,63
27.2,62
27.4,60
27.6,60
27.8,62
28.0,62
28.0,64
28.0,63
28.0,61
28.4,61
28.4,62
28.6,60
28.8,64
29.0,60
29.0,62
29.2,62
29.4,63
29.6,63
29.6,61
29.8,60
30.0,64
30.2,61
30.4,62
30.4,64
30.6,62
30.8,61
31.0,64
31.0,61
31.2,62
31.2,64
31.4,61
31.6,62
32.0,60
32.0,61
32.0,62
32.2,60
32.4,60
32.6,60
32.8,60
33.0,62
33.2,60
33.6,61
33.6,60
34.0,60
34.0,61
34.2,61
34.4,60
34.4,61
34.6,60
34.8,61
35.0,64
35.2,61
35.2,62
35.2,60
35.4,60
35.8,62
36.0,61
36.0,64
36.0,62
36.4,61
36.4,62
36.6,60
36.8,60
36.8,61
37.0,61
37.0,62
37.2,60
37.4,63
37.6,63
37.6,61
37.8,60
38.0,62
38.2,61
38.4,62
38.4,61
38.6,62
38.8,60
39.0,64
39.2,64
39.4,61
39.6,62
40.0,62
40.0,61
40.0,60
40.2,60
40.6,60
40.8,60
40.8,61
40.8,62
41.0,60
41.2,60
41.6,61
42.0,62
42.0,61
42.2,61
42.4,60
42.4,61
42.6,60
42.8,61
42.8,63
43.0,60
43.2,61
43.2,63
43.2,62
43.4,60
43.6,60
43.8,62
44.0,62
44.0,60
44.0,61
44.4,62
44.4,61
44.6,60
44.8,63
44.8,62
45.0,62
45.2,62
45.4,63
45.6,60
45.6,63
45.8,60
46.0,60
46.0,64
46.2,61
46.4,64
46.4,60
46.6,62
46.8,61
47.0,64
47.2,62
47.2,64
47.4,61
47.6,62
48.0,60
48.0,62
48.0,61
48.2,60
48.4,60
48.6,60
48.8,60
49.2,60
49.6,60
49.6,61
49.6,62
50.0,62
50.0,61
50.2,61
50.4,60
50.4,61
50.6,60
50.8,61
51.0,61
51.2,62
51.2,61
51.4,60
51.8,62
52.0,62
52.0,61
52.0,60
52.4,62
52.4,61
52.6,60
52.8,62
52.8,61
53.0,60
53.0,62
53.2,60
53.4,63
53.6,61
53.6,63
53.8,60
54.0,61
54.0,63
54.2,61
54.4,63
54.4,62
54.6,62
54.8,60
55.0,64
55.2,64
55.2,60
55.4,61
55.6,62
56.0,63
56.0,64
56.0,62
56.0,61
56.0,60
56.2,60
56.6,60
56.8,60
56.8,62
56.8,61
57.0,60
57.2,60
57.6,64
57.6,61
58.0,60
58.0,61
58.0,62
58.2,61
58.4,61
58.4,62
58.6,60
58.8,61
58.8,63
59.0,62
59.2,61
59.2,63
59.2,62
59.4,60
59.6,60
59.8,62
60.0,62
60.0,64
60.4,61
60.4,62
60.6,60
60.8,62
60.8,64
61.0,62
61.2,62
61.4,63
61.6,61
61.6,63
61.8,60
62.0,61
62.0,62
62.0,64
62.2,61
62.4,62
62.4,64
62.6,62
62.8,61
63.0,64
63.0,60
63.2,62
63.2,64
63.4,61
63.6,62
64.0,60
64.0,62
64.0,61
64.2,60
64.4,60
64.6,60
64.8,60
65.0,62
65.2,60
65.6,60
65.6,61
66.0,62
66.0,61
66.2,61
66.4,61
66.4,60
66.6,60
66.8,61
67.0,63
67.2,61
67.2,62
67.2,60
67.4,60
67.8,62
68.0,61
68.0,62
68.0,63
68.0,60
68.4,62
68.4,61
68.6,60
68.8,61
68.8,60
69.0,62
69.0,60
69.2,60
69.4,63
69.6,63
69.6,61
69.8,60
70.0,64
70.2,61
70.4,62
70.4,60
70.4,61
70.6,62
70.8,60
71.0,61
71.0,64
71.2,64
71.4,61
71.6,62
72.0,61
72.0,60
72.0,64
72.0,62
72.2,60
72.6,60
72.8,61
72.8,60
72.8,62
73.0,62
73.2,60
73.6,61
73.6,60
74.0,61
74.0,62
74.2,61
74.4,61
74.4,60
74.6,60
74.8,63
74.8,61
75.0,64
75.2,63
75.2,62
75.2,61
75.4,60
75.6,60
75.8,62
76.0,62
76.0,64
76.4,62
76.4,61
76.6,60
76.8,61
76.8,62
77.0,61
77.0,62
77.2,62
77.4,63
77.6,63
77.6,60
77.8,60
78.0,64
78.0,62
78.2,61
78.4,64
78.6,62
78.8,61
79.0,64
79.2,62
79.2,64
79.4,61
79.6,62
80.0,60
80.0,61
80.0,62
80.2,60
80.4,60
80.6,60
80.8,60
81.0,60
81.2,60
81.6,60
81.6,62
81.6,61
82.0,61
82.0,60
82.2,61
82.4,61
82.4,60
82.6,60
82.8,61
83.0,60
83.2,61
83.2,62
83.4,60
83.8,62
84.0,60
84.0,62
84.0,61
84.4,61
84.4,62
84.6,60
84.8,60
84.8,61
85.0,62
85.2,60
85.4,63
85.6,61
85.6,63
85.8,60
86.0,60
86.2,61
86.4,62
86.4,63
86.4,61
86.6,62
86.8,60
87.0,64
87.2,64
87.2,60
87.4,61
87.6,62
88.0,61
88.0,62
88.0,60
88.2,60
88.6,60
88.8,61
88.8,62
88.8,60
89.2,60
89.6,62
89.6,61
90.0,62
90.0,61
90.2,61
90.4,62
90.4,61
90.6,60
90.8,61
90.8,63
91.0,61
91.2,63
91.2,60
91.2,62
91.4,60
91.6,60
91.8,62
92.0,60
92.0,62
92.0,61
92.0,64
92.4,62
92.4,61
92.6,60
92.8,64
93.0,60
93.0,62
93.2,62
93.4,63
93.6,61
93.6,63
93.8,60
94.0,64
94.0,61
94.2,61
94.4,62
94.4,64
94.6,62
94.8,61
95.0,64
95.2,64
95.2,62
95.4,61
95.6,62
96.0,61
96.0,60
96.0,62
96.2,60
96.4,60
96.6,60
96.8,60
97.0,60
97.2,60
97.6,61
97.6,60
98.0,61
98.2,61
98.4,60
98.4,61
98.6,60
98.8,61
99.0,62
99.2,60
99.2,61
99.2,62
99.4,60
99.8,62
100.0,62
100.0,61
100.4,61
100.4,62
100.6,60
100.8,60
100.8,61
101.0,62
101.2,60
101.4,63
101.6,63
101.6,61
101.8,60
102.0,61
102.0,62
102.2,61
102.4,61
102.4,62
102.6,62
102.8,60
103.0,60
103.0,64
103.2,64
103.4,61
103.6,62
104.0,61
104.0,60
104.0,62
104.2,60
104.6,60
104.8,62
104.8,61
104.8,60
105.0,62
105.2,60
105.6,61
106.0,61
106.0,62
106.0,60
106.2,61
106.4,60
106.4,61
106.6,60
106.8,63
106.8,61
107.0,63
107.2,61
107.2,63
107.2,62
107.4,60
107.6,60
107.8,62
108.0,61
108.0,62
108.0,63
108.4,61
108.4,62
108.6,60
108.8,63
108.8,62
109.0,60
109.0,62
109.2,62
109.4,63
109.6,60
109.6,63
109.8,60
