Offset,Midi
0.0,60
0.5,60
1.0,60
1.5,60
2.0,60
2.5,60
3.0,60
4.0,60
4.0,61
5.0,61
5.0,60
5.5,61
6.0,60
6.0,61
6.5,60
7.0,61
7.5,60
8.0,62
8.0,60
8.0,61
8.5,60
9.5,62
10.0,62
10.0,60
10.0,61
11.0,62
11.0,61
11.5,60
12.0,61
12.0,60
12.5,62
13.0,60
13.5,63
14.0,61
14.0,63
14.5,60
15.0,60
15.5,61
16.0,62
16.0,60
16.0,61
16.5,62
17.0,60
17.5,64
18.0,64
18.5,61
19.0,62
20.0,61
20.0,60
20.0,62
20.5,60
21.5,60
22.0,61
22.0,60
22.0,62
23.0,60
24.0,61
24.0,60
25.0,61
25.0,62
25.5,61
26.0,60
26.0,61
26.5,60
27.0,63
27.0,61
27.5,61
28.0,63
28.0,61
28.0,62
28.5,60
29.0,60
29.5,62
30.0,62
30.0,60
30.0,61
31.0,61
31.0,62
31.5,60
32.0,61
32.0,62
32.5,60
32.5,62
33.0,62
33.5,63
34.0,63
34.0,60
34.5,60
35.0,64
35.0,61
35.5,61
36.0,64
36.5,62
37.0,61
37.5,64
38.0,64
38.0,62
38.5,61
39.0,62
40.0,61
40.0,60
40.0,62
40.5,60
41.0,60
41.5,60
42.0,60
42.5,60
43.0,60
44.0,61
44.0,62
44.0,60
45.0,61
45.5,61
46.0,61
46.0,60
46.5,60
47.0,61
47.5,62
48.0,62
48.0,61
48.5,60
49.5,62
50.0,61
50.0,62
51.0,62
51.0,61
51.5,60
52.0,61
52.0,60
52.5,62
53.0,60
53.5,63
54.0,63
54.0,61
54.5,60
55.0,62
55.0,61
55.5,61
56.0,61
56.0,62
56.0,63
56.5,62
57.0,60
57.5,60
57.5,64
58.0,60
58.0,64
58.5,61
59.0,62
60.0,62
60.0,60
60.0,61
60.5,60
61.5,60
62.0,61
62.0,62
62.0,60
62.5,62
63.0,60
64.0,62
64.0,61
65.0,61
65.0,62
65.0,60
65.5,61
66.0,61
66.0,62
66.5,60
67.0,63
67.0,61
67.5,63
68.0,62
68.0,60
68.0,63
68.5,60
69.0,60
69.5,62
70.0,62
70.0,63
70.0,61
70.0,64
71.0,62
71.0,61
71.5,60
72.0,64
72.5,62
72.5,60
73.0,62
73.5,63
74.0,61
74.0,63
74.5,60
75.0,64
75.5,61
76.0,62
76.0,64
76.5,62
77.0,61
77.5,61
77.5,64
78.0,62
78.0,64
78.5,61
79.0,62
80.0,61
80.0,62
80.0,60
80.5,60
81.0,60
81.5,60
82.0,60
82.5,62
83.0,60
84.0,61
84.0,60
85.0,60
85.0,61
85.5,61
86.0,60
86.0,61
86.5,60
87.0,61
87.5,64
88.0,60
88.0,61
88.0,62
88.5,60
89.5,62
90.0,62
90.0,61
90.0,64
91.0,61
91.0,62
91.5,60
92.0,60
92.0,61
92.5,61
92.5,62
93.0,60
93.5,63
94.0,63
94.0,61
94.5,60
95.0,62
95.5,61
96.0,62
96.0,61
96.5,62
97.0,60
97.5,64
98.0,64
98.5,61
99.0,62
100.0,62
100.0,60
100.0,61
100.5,60
101.5,60
102.0,61
102.0,60
102.0,62
102.5,60
103.0,60
104.0,61
105.0,61
105.0,62
105.5,61
106.0,61
106.0,60
106.5,60
107.0,63
107.0,61
107.5,60
108.0,62
108.0,61
108.0,63
108.5,60
109.0,60
109.5,62
110.0,60
110.0,61
110.0,62
111.0,62
111.0,61
111.5,60
112.0,63
112.0,62
112.5,62
113.0,62
113.5,63
114.0,63
114.0,60
114.5,60
115.0,60
115.0,64
115.5,61
116.0,64
116.0,60
116.5,62
117.0,61
117.5,64
118.0,64
118.0,62
118.5,61
119.0,62
120.0,61
120.0,62
120.0,60
120.5,60
121.0,60
121.5,60
122.0,60
123.0,60
124.0,62
124.0,60
124.0,61
125.0,61
125.0,62
125.5,61
126.0,60
126.0,61
126.5,60
127.0,61
127.5,61
128.0,61
128.0,62
128.5,60
129.5,62
130.0,60
130.0,61
130.0,62
131.0,61
131.0,62
131.5,60
132.0,62
132.0,61
132.5,60
132.5,62
133.0,60
133.5,63
134.0,61
134.0,63
134.5,60
135.0,61
135.0,63
135.5,61
136.0,62
136.0,63
136.5,62
137.0,60
137.5,64
138.0,64
138.0,60
138.5,61
139.0,62
140.0,60
140.0,62
140.0,61
140.0,64
140.0,63
140.5,60
141.5,60
142.0,60
142.0,61
142.0,62
142.5,60
143.0,60
144.0,64
144.0,61
145.0,61
145.0,62
145.0,60
145.5,61
146.0,61
146.0,62
146.5,60
147.0,61
147.0,63
147.5,62
148.0,62
148.0,63
148.0,61
148.5,60
149.0,60
149.5,62
150.0,62
150.0,64
151.0,61
151.0,62
151.5,60
152.0,64
152.0,62
152.5,62
153.0,62
