,Velocity,Note,Start,Duration,Message,MIDI
775,64,0,260.0,1.0,note_on,
776,64,0,260.0,1.0,note_off,
777,64,1,260.0,1.0,note_on,
778,64,1,260.0,1.0,note_off,
779,64,23,260.0,1.0,note_on,
780,64,23,260.0,1.0,note_off,
781,64,12,262.0,1.0,note_on,
782,64,12,262.0,1.0,note_off,
783,64,26,262.0,1.0,note_on,
784,64,26,262.0,1.0,note_off,
785,64,18,263.0,1.0,note_on,
786,64,18,263.0,1.0,note_off,
787,64,28,264.0,1.0,note_on,
788,64,28,264.0,1.0,note_off,
789,64,30,264.0,1.0,note_on,
790,64,30,264.0,1.0,note_off,
791,64,33,265.0,1.0,note_on,
792,64,33,265.0,1.0,note_off,
793,64,0,265.0,1.0,note_on,
794,64,0,265.0,1.0,note_off,
795,64,7,266.0,1.0,note_on,
796,64,7,266.0,1.0,note_off,
797,64,11,267.0,1.0,note_on,
798,64,11,267.0,1.0,note_off,
799,64,6,268.0,1.0,note_on,
800,64,6,268.0,1.0,note_off,
801,64,26,268.0,1.0,note_on,
802,64,26,268.0,1.0,note_off,
803,64,16,268.0,1.0,note_on,
804,64,16,268.0,1.0,note_off,
805,64,6,269.0,1.0,note_on,
806,64,6,269.0,1.0,note_off,
807,64,26,270.0,1.0,note_on,
808,64,26,270.0,1.0,note_off,
809,64,1,270.0,1.0,note_on,
810,64,1,270.0,1.0,note_off,
811,64,25,271.0,1.0,note_on,
812,64,25,271.0,1.0,note_off,
813,64,16,272.0,1.0,note_on,
814,64,16,272.0,1.0,note_off,
815,64,18,272.0,1.0,note_on,
816,64,18,272.0,1.0,note_off,
817,64,28,273.0,1.0,note_on,
818,64,28,273.0,1.0,note_off,
819,64,10,274.0,1.0,note_on,
820,64,10,274.0,1.0,note_off,
821,64,19,275.0,1.0,note_on,
822,64,19,275.0,1.0,note_off,
823,64,8,276.0,1.0,note_on,
824,64,8,276.0,1.0,note_off,
825,64,12,276.0,1.0,note_on,
826,64,12,276.0,1.0,note_off,
827,64,1,277.0,1.0,note_on,
828,64,1,277.0,1.0,note_off,
829,64,32,278.0,1.0,note_on,
830,64,32,278.0,1.0,note_off,
831,64,33,278.0,1.0,note_on,
832,64,33,278.0,1.0,note_off,
833,64,30,280.0,1.0,note_on,
834,64,30,280.0,1.0,note_off,
835,64,32,280.0,1.0,note_on,
836,64,32,280.0,1.0,note_off,
837,64,12,280.0,1.0,note_on,
838,64,12,280.0,1.0,note_off,
839,64,34,280.0,1.0,note_on,
840,64,34,280.0,1.0,note_off,
841,64,2,280.0,1.0,note_on,
842,64,2,280.0,1.0,note_off,
843,64,0,280.0,1.0,note_on,
844,64,0,280.0,1.0,note_off,
845,64,22,281.0,1.0,note_on,
846,64,22,281.0,1.0,note_off,
847,64,19,283.0,1.0,note_on,
848,64,19,283.0,1.0,note_off,
849,64,1,284.0,1.0,note_on,
850,64,1,284.0,1.0,note_off,
851,64,30,284.0,1.0,note_on,
852,64,30,284.0,1.0,note_off,
853,64,10,285.0,1.0,note_on,
854,64,10,285.0,1.0,note_off,
855,64,12,286.0,1.0,note_on,
856,64,12,286.0,1.0,note_off,
857,64,14,286.0,1.0,note_on,
858,64,14,286.0,1.0,note_off,
859,64,34,288.0,1.0,note_on,
860,64,34,288.0,1.0,note_off,
861,64,20,288.0,1.0,note_on,
862,64,20,288.0,1.0,note_off,
863,64,13,290.0,1.0,note_on,
864,64,13,290.0,1.0,note_off,
865,64,4,290.0,1.0,note_on,
866,64,4,290.0,1.0,note_off,
867,64,9,290.0,1.0,note_on,
868,64,9,290.0,1.0,note_off,
869,64,26,291.0,1.0,note_on,
870,64,26,291.0,1.0,note_off,
871,64,29,292.0,1.0,note_on,
872,64,29,292.0,1.0,note_off,
873,64,34,292.0,1.0,note_on,
874,64,34,292.0,1.0,note_off,
875,64,13,293.0,1.0,note_on,
876,64,13,293.0,1.0,note_off,
877,64,12,294.0,1.0,note_on,
878,64,12,294.0,1.0,note_off,
879,64,4,294.0,1.0,note_on,
880,64,4,294.0,1.0,note_off,
881,64,32,295.0,1.0,note_on,
882,64,32,295.0,1.0,note_off,
883,64,21,296.0,1.0,note_on,
884,64,21,296.0,1.0,note_off,
885,64,8,296.0,1.0,note_on,
886,64,8,296.0,1.0,note_off,
887,64,12,296.0,1.0,note_on,
888,64,12,296.0,1.0,note_off,
889,64,10,297.0,1.0,note_on,
890,64,10,297.0,1.0,note_off,
891,64,29,298.0,1.0,note_on,
892,64,29,298.0,1.0,note_off,
893,64,32,299.0,1.0,note_on,
894,64,32,299.0,1.0,note_off,
895,64,23,300.0,1.0,note_on,
896,64,23,300.0,1.0,note_off,
897,64,8,300.0,1.0,note_on,
898,64,8,300.0,1.0,note_off,
899,64,19,300.0,1.0,note_on,
900,64,19,300.0,1.0,note_off,
901,64,5,302.0,1.0,note_on,
902,64,5,302.0,1.0,note_off,
903,64,6,303.0,1.0,note_on,
904,64,6,303.0,1.0,note_off,
905,64,22,304.0,1.0,note_on,
906,64,22,304.0,1.0,note_off,
907,64,8,304.0,1.0,note_on,
908,64,8,304.0,1.0,note_off,
909,64,17,305.0,1.0,note_on,
910,64,17,305.0,1.0,note_off,
911,64,1,306.0,1.0,note_on,
912,64,1,306.0,1.0,note_off,
913,64,4,307.0,1.0,note_on,
914,64,4,307.0,1.0,note_off,
915,64,20,308.0,1.0,note_on,
916,64,20,308.0,1.0,note_off,
917,64,16,308.0,1.0,note_on,
918,64,16,308.0,1.0,note_off,
919,64,1,309.0,1.0,note_on,
920,64,1,309.0,1.0,note_off,
921,64,25,310.0,1.0,note_on,
922,64,25,310.0,1.0,note_off,
923,64,6,310.0,1.0,note_on,
924,64,6,310.0,1.0,note_off,
925,64,11,310.0,1.0,note_on,
926,64,11,310.0,1.0,note_off,
927,64,1,311.0,1.0,note_on,
928,64,1,311.0,1.0,note_off,
929,64,21,312.0,1.0,note_on,
930,64,21,312.0,1.0,note_off,
931,64,16,312.0,1.0,note_on,
932,64,16,312.0,1.0,note_off,
933,64,29,313.0,1.0,note_on,
934,64,29,313.0,1.0,note_off,
935,64,22,314.0,1.0,note_on,
936,64,22,314.0,1.0,note_off,
937,64,11,315.0,1.0,note_on,
938,64,11,315.0,1.0,note_off,
939,64,6,315.0,1.0,note_on,
940,64,6,315.0,1.0,note_off,
941,64,21,316.0,1.0,note_on,
942,64,21,316.0,1.0,note_off,
943,64,23,316.0,1.0,note_on,
944,64,23,316.0,1.0,note_off,
945,64,28,317.0,1.0,note_on,
946,64,28,317.0,1.0,note_off,
947,64,27,318.0,1.0,note_on,
948,64,27,318.0,1.0,note_off,
949,64,5,320.0,1.0,note_on,
950,64,5,320.0,1.0,note_off,
951,64,9,320.0,1.0,note_on,
952,64,9,320.0,1.0,note_off,
953,64,0,320.0,1.0,note_on,
954,64,0,320.0,1.0,note_off,
955,64,4,320.0,1.0,note_on,
956,64,4,320.0,1.0,note_off,
957,64,12,320.0,1.0,note_on,
958,64,12,320.0,1.0,note_off,
959,64,1,321.0,1.0,note_on,
960,64,1,321.0,1.0,note_off,
961,64,31,322.0,1.0,note_on,
962,64,31,322.0,1.0,note_off,
963,64,4,323.0,1.0,note_on,
964,64,4,323.0,1.0,note_off,
965,64,23,324.0,1.0,note_on,
966,64,23,324.0,1.0,note_off,
967,64,1,324.0,1.0,note_on,
968,64,1,324.0,1.0,note_off,
969,64,24,325.0,1.0,note_on,
970,64,24,325.0,1.0,note_off,
971,64,11,326.0,1.0,note_on,
972,64,11,326.0,1.0,note_off,
973,64,14,326.0,1.0,note_on,
974,64,14,326.0,1.0,note_off,
975,64,3,328.0,1.0,note_on,
976,64,3,328.0,1.0,note_off,
977,64,22,328.0,1.0,note_on,
978,64,22,328.0,1.0,note_off,
979,64,8,328.0,1.0,note_on,
980,64,8,328.0,1.0,note_off,
981,64,24,330.0,1.0,note_on,
982,64,24,330.0,1.0,note_off,
983,64,28,330.0,1.0,note_on,
984,64,28,330.0,1.0,note_off,
985,64,32,331.0,1.0,note_on,
986,64,32,331.0,1.0,note_off,
987,64,30,332.0,1.0,note_on,
988,64,30,332.0,1.0,note_off,
989,64,14,332.0,1.0,note_on,
990,64,14,332.0,1.0,note_off,
991,64,19,332.0,1.0,note_on,
992,64,19,332.0,1.0,note_off,
993,64,13,333.0,1.0,note_on,
994,64,13,333.0,1.0,note_off,
995,64,15,334.0,1.0,note_on,
996,64,15,334.0,1.0,note_off,
997,64,26,335.0,1.0,note_on,
998,64,26,335.0,1.0,note_off,
999,64,30,336.0,1.0,note_on,
1000,64,30,336.0,1.0,note_off,
1001,64,1,336.0,1.0,note_on,
1002,64,1,336.0,1.0,note_off,
1003,64,8,336.0,1.0,note_on,
1004,64,8,336.0,1.0,note_off,
1005,64,10,337.0,1.0,note_on,
1006,64,10,337.0,1.0,note_off,
1007,64,26,339.0,1.0,note_on,
1008,64,26,339.0,1.0,note_off,
1009,64,17,340.0,1.0,note_on,
1010,64,17,340.0,1.0,note_off,
1011,64,34,340.0,1.0,note_on,
1012,64,34,340.0,1.0,note_off,
1013,64,16,340.0,1.0,note_on,
1014,64,16,340.0,1.0,note_off,
1015,64,10,340.0,1.0,note_on,
1016,64,10,340.0,1.0,note_off,
1017,64,19,342.0,1.0,note_on,
1018,64,19,342.0,1.0,note_off,
1019,64,22,342.0,1.0,note_on,
1020,64,22,342.0,1.0,note_off,
1021,64,15,343.0,1.0,note_on,
1022,64,15,343.0,1.0,note_off,
1023,64,11,344.0,1.0,note_on,
1024,64,11,344.0,1.0,note_off,
1025,64,34,344.0,1.0,note_on,
1026,64,34,344.0,1.0,note_off,
1027,64,14,344.0,1.0,note_on,
1028,64,14,344.0,1.0,note_off,
1029,64,0,345.0,1.0,note_on,
1030,64,0,345.0,1.0,note_off,
1031,64,12,345.0,1.0,note_on,
1032,64,12,345.0,1.0,note_off,
1033,64,12,346.0,1.0,note_on,
1034,64,12,346.0,1.0,note_off,
1035,64,19,347.0,1.0,note_on,
1036,64,19,347.0,1.0,note_off,
1037,64,8,348.0,1.0,note_on,
1038,64,8,348.0,1.0,note_off,
1039,64,13,348.0,1.0,note_on,
1040,64,13,348.0,1.0,note_off,
1041,64,28,349.0,1.0,note_on,
1042,64,28,349.0,1.0,note_off,
1043,64,32,350.0,1.0,note_on,
1044,64,32,350.0,1.0,note_off,
1045,64,22,351.0,1.0,note_on,
1046,64,22,351.0,1.0,note_off,
1047,64,34,352.0,1.0,note_on,
1048,64,34,352.0,1.0,note_off,
1049,64,3,352.0,1.0,note_on,
1050,64,3,352.0,1.0,note_off,
1051,64,6,352.0,1.0,note_on,
1052,64,6,352.0,1.0,note_off,
1053,64,28,353.0,1.0,note_on,
1054,64,28,353.0,1.0,note_off,
1055,64,10,354.0,1.0,note_on,
1056,64,10,354.0,1.0,note_off,
1057,64,1,355.0,1.0,note_on,
1058,64,1,355.0,1.0,note_off,
1059,64,11,355.0,1.0,note_on,
1060,64,11,355.0,1.0,note_off,
1061,64,16,356.0,1.0,note_on,
1062,64,16,356.0,1.0,note_off,
1063,64,1,357.0,1.0,note_on,
1064,64,1,357.0,1.0,note_off,
1065,64,2,358.0,1.0,note_on,
1066,64,2,358.0,1.0,note_off,
1067,64,26,358.0,1.0,note_on,
1068,64,26,358.0,1.0,note_off,
1069,64,34,360.0,1.0,note_on,
1070,64,34,360.0,1.0,note_off,
1071,64,30,360.0,1.0,note_on,
1072,64,30,360.0,1.0,note_off,
1073,64,17,360.0,1.0,note_on,
1074,64,17,360.0,1.0,note_off,
1075,64,0,360.0,1.0,note_on,
1076,64,0,360.0,1.0,note_off,
1077,64,28,361.0,1.0,note_on,
1078,64,28,361.0,1.0,note_off,
1079,64,11,363.0,1.0,note_on,
1080,64,11,363.0,1.0,note_off,
1081,64,11,364.0,1.0,note_on,
1082,64,11,364.0,1.0,note_off,
1083,64,8,364.0,1.0,note_on,
1084,64,8,364.0,1.0,note_off,
1085,64,21,364.0,1.0,note_on,
1086,64,21,364.0,1.0,note_off,
1087,64,29,365.0,1.0,note_on,
1088,64,29,365.0,1.0,note_off,
1089,64,12,366.0,1.0,note_on,
1090,64,12,366.0,1.0,note_off,
1091,64,14,366.0,1.0,note_on,
1092,64,14,366.0,1.0,note_off,
1093,64,25,368.0,1.0,note_on,
1094,64,25,368.0,1.0,note_off,
1095,64,34,368.0,1.0,note_on,
1096,64,34,368.0,1.0,note_off,
1097,64,14,368.0,1.0,note_on,
1098,64,14,368.0,1.0,note_off,
1099,64,4,370.0,1.0,note_on,
1100,64,4,370.0,1.0,note_off,
1101,64,9,370.0,1.0,note_on,
1102,64,9,370.0,1.0,note_off,
1103,64,21,370.0,1.0,note_on,
1104,64,21,370.0,1.0,note_off,
1105,64,4,371.0,1.0,note_on,
1106,64,4,371.0,1.0,note_off,
1107,64,7,372.0,1.0,note_on,
1108,64,7,372.0,1.0,note_off,
1109,64,34,372.0,1.0,note_on,
1110,64,34,372.0,1.0,note_off,
1111,64,27,373.0,1.0,note_on,
1112,64,27,373.0,1.0,note_off,
1113,64,32,374.0,1.0,note_on,
1114,64,32,374.0,1.0,note_off,
1115,64,28,374.0,1.0,note_on,
1116,64,28,374.0,1.0,note_off,
1117,64,19,375.0,1.0,note_on,
1118,64,19,375.0,1.0,note_off,
1119,64,23,376.0,1.0,note_on,
1120,64,23,376.0,1.0,note_off,
1121,64,18,376.0,1.0,note_on,
1122,64,18,376.0,1.0,note_off,
1123,64,6,376.0,1.0,note_on,
1124,64,6,376.0,1.0,note_off,
1125,64,10,377.0,1.0,note_on,
1126,64,10,377.0,1.0,note_off,
1127,64,27,378.0,1.0,note_on,
1128,64,27,378.0,1.0,note_off,
1129,64,32,379.0,1.0,note_on,
1130,64,32,379.0,1.0,note_off,
1131,64,19,380.0,1.0,note_on,
1132,64,19,380.0,1.0,note_off,
1133,64,8,380.0,1.0,note_on,
1134,64,8,380.0,1.0,note_off,
1135,64,22,380.0,1.0,note_on,
1136,64,22,380.0,1.0,note_off,
1137,64,30,380.0,1.0,note_on,
1138,64,30,380.0,1.0,note_off,
1139,64,20,382.0,1.0,note_on,
1140,64,20,382.0,1.0,note_off,
1141,64,1,382.0,1.0,note_on,
1142,64,1,382.0,1.0,note_off,
1143,64,12,383.0,1.0,note_on,
1144,64,12,383.0,1.0,note_off,
1145,64,20,384.0,1.0,note_on,
1146,64,20,384.0,1.0,note_off,
1147,64,8,384.0,1.0,note_on,
1148,64,8,384.0,1.0,note_off,
1149,64,20,385.0,1.0,note_on,
1150,64,20,385.0,1.0,note_off,
1151,64,0,385.0,1.0,note_on,
1152,64,0,385.0,1.0,note_off,
1153,64,25,386.0,1.0,note_on,
1154,64,25,386.0,1.0,note_off,
1155,64,26,387.0,1.0,note_on,
1156,64,26,387.0,1.0,note_off,
1157,64,23,388.0,1.0,note_on,
1158,64,23,388.0,1.0,note_off,
1159,64,10,388.0,1.0,note_on,
1160,64,10,388.0,1.0,note_off,
1161,64,5,389.0,1.0,note_on,
1162,64,5,389.0,1.0,note_off,
1163,64,4,390.0,1.0,note_on,
1164,64,4,390.0,1.0,note_off,
1165,64,21,390.0,1.0,note_on,
1166,64,21,390.0,1.0,note_off,
1167,64,5,391.0,1.0,note_on,
1168,64,5,391.0,1.0,note_off,
1169,64,16,392.0,1.0,note_on,
1170,64,16,392.0,1.0,note_off,
1171,64,1,393.0,1.0,note_on,
1172,64,1,393.0,1.0,note_off,
1173,64,33,394.0,1.0,note_on,
1174,64,33,394.0,1.0,note_off,
1175,64,19,395.0,1.0,note_on,
1176,64,19,395.0,1.0,note_off,
1177,64,1,396.0,1.0,note_on,
1178,64,1,396.0,1.0,note_off,
1179,64,16,396.0,1.0,note_on,
1180,64,16,396.0,1.0,note_off,
1181,64,4,396.0,1.0,note_on,
1182,64,4,396.0,1.0,note_off,
1183,64,12,397.0,1.0,note_on,
1184,64,12,397.0,1.0,note_off,
1185,64,13,398.0,1.0,note_on,
1186,64,13,398.0,1.0,note_off,
1187,64,9,400.0,1.0,note_on,
1188,64,9,400.0,1.0,note_off,
1189,64,4,400.0,1.0,note_on,
1190,64,4,400.0,1.0,note_off,
1191,64,24,400.0,1.0,note_on,
1192,64,24,400.0,1.0,note_off,
1193,64,0,400.0,1.0,note_on,
1194,64,0,400.0,1.0,note_off,
1195,64,8,400.0,1.0,note_on,
1196,64,8,400.0,1.0,note_off,
1197,64,17,400.0,1.0,note_on,
1198,64,17,400.0,1.0,note_off,
1199,64,23,400.0,1.0,note_on,
1200,64,23,400.0,1.0,note_off,
1201,64,31,401.0,1.0,note_on,
1202,64,31,401.0,1.0,note_off,
1203,64,1,402.0,1.0,note_on,
1204,64,1,402.0,1.0,note_off,
1205,64,11,403.0,1.0,note_on,
1206,64,11,403.0,1.0,note_off,
1207,64,8,404.0,1.0,note_on,
1208,64,8,404.0,1.0,note_off,
1209,64,1,405.0,1.0,note_on,
1210,64,1,405.0,1.0,note_off,
1211,64,11,406.0,1.0,note_on,
1212,64,11,406.0,1.0,note_off,
1213,64,14,406.0,1.0,note_on,
1214,64,14,406.0,1.0,note_off,
1215,64,8,408.0,1.0,note_on,
1216,64,8,408.0,1.0,note_off,
1217,64,1,408.0,1.0,note_on,
1218,64,1,408.0,1.0,note_off,
1219,64,4,408.0,1.0,note_on,
1220,64,4,408.0,1.0,note_off,
1221,64,0,410.0,1.0,note_on,
1222,64,0,410.0,1.0,note_off,
1223,64,22,410.0,1.0,note_on,
1224,64,22,410.0,1.0,note_off,
1225,64,4,411.0,1.0,note_on,
1226,64,4,411.0,1.0,note_off,
1227,64,16,412.0,1.0,note_on,
1228,64,16,412.0,1.0,note_off,
1229,64,15,412.0,1.0,note_on,
1230,64,15,412.0,1.0,note_off,
1231,64,14,412.0,1.0,note_on,
1232,64,14,412.0,1.0,note_off,
1233,64,2,413.0,1.0,note_on,
1234,64,2,413.0,1.0,note_off,
1235,64,1,414.0,1.0,note_on,
1236,64,1,414.0,1.0,note_off,
1237,64,19,415.0,1.0,note_on,
1238,64,19,415.0,1.0,note_off,
1239,64,30,416.0,1.0,note_on,
1240,64,30,416.0,1.0,note_off,
1241,64,5,416.0,1.0,note_on,
1242,64,5,416.0,1.0,note_off,
1243,64,6,416.0,1.0,note_on,
1244,64,6,416.0,1.0,note_off,
1245,64,10,417.0,1.0,note_on,
1246,64,10,417.0,1.0,note_off,
1247,64,32,419.0,1.0,note_on,
1248,64,32,419.0,1.0,note_off,
1249,64,30,420.0,1.0,note_on,
1250,64,30,420.0,1.0,note_off,
1251,64,23,420.0,1.0,note_on,
1252,64,23,420.0,1.0,note_off,
1253,64,9,420.0,1.0,note_on,
1254,64,9,420.0,1.0,note_off,
1255,64,17,420.0,1.0,note_on,
1256,64,17,420.0,1.0,note_off,
1257,64,28,422.0,1.0,note_on,
1258,64,28,422.0,1.0,note_off,
1259,64,19,422.0,1.0,note_on,
1260,64,19,422.0,1.0,note_off,
1261,64,12,423.0,1.0,note_on,
1262,64,12,423.0,1.0,note_off,
1263,64,33,424.0,1.0,note_on,
1264,64,33,424.0,1.0,note_off,
1265,64,16,424.0,1.0,note_on,
1266,64,16,424.0,1.0,note_off,
1267,64,9,425.0,1.0,note_on,
1268,64,9,425.0,1.0,note_off,
1269,64,21,426.0,1.0,note_on,
1270,64,21,426.0,1.0,note_off,
1271,64,26,427.0,1.0,note_on,
1272,64,26,427.0,1.0,note_off,
1273,64,32,428.0,1.0,note_on,
1274,64,32,428.0,1.0,note_off,
1275,64,30,428.0,1.0,note_on,
1276,64,30,428.0,1.0,note_off,
1277,64,20,428.0,1.0,note_on,
1278,64,20,428.0,1.0,note_off,
1279,64,22,429.0,1.0,note_on,
1280,64,22,429.0,1.0,note_off,
1281,64,14,430.0,1.0,note_on,
1282,64,14,430.0,1.0,note_off,
1283,64,11,430.0,1.0,note_on,
1284,64,11,430.0,1.0,note_off,
1285,64,20,431.0,1.0,note_on,
1286,64,20,431.0,1.0,note_off,
1287,64,12,432.0,1.0,note_on,
1288,64,12,432.0,1.0,note_off,
1289,64,16,432.0,1.0,note_on,
1290,64,16,432.0,1.0,note_off,
1291,64,1,432.0,1.0,note_on,
1292,64,1,432.0,1.0,note_off,
1293,64,25,433.0,1.0,note_on,
1294,64,25,433.0,1.0,note_off,
1295,64,10,434.0,1.0,note_on,
1296,64,10,434.0,1.0,note_off,
1297,64,19,435.0,1.0,note_on,
1298,64,19,435.0,1.0,note_off,
1299,64,29,436.0,1.0,note_on,
1300,64,29,436.0,1.0,note_off,
1301,64,34,436.0,1.0,note_on,
1302,64,34,436.0,1.0,note_off,
1303,64,15,437.0,1.0,note_on,
1304,64,15,437.0,1.0,note_off,
1305,64,13,438.0,1.0,note_on,
1306,64,13,438.0,1.0,note_off,
1307,64,26,438.0,1.0,note_on,
1308,64,26,438.0,1.0,note_off,
1309,64,11,440.0,1.0,note_on,
1310,64,11,440.0,1.0,note_off,
1311,64,7,440.0,1.0,note_on,
1312,64,7,440.0,1.0,note_off,
1313,64,34,440.0,1.0,note_on,
1314,64,34,440.0,1.0,note_off,
1315,64,3,440.0,1.0,note_on,
1316,64,3,440.0,1.0,note_off,
1317,64,17,440.0,1.0,note_on,
1318,64,17,440.0,1.0,note_off,
1319,64,23,440.0,1.0,note_on,
1320,64,23,440.0,1.0,note_off,
1321,64,1,441.0,1.0,note_on,
1322,64,1,441.0,1.0,note_off,
1323,64,26,443.0,1.0,note_on,
1324,64,26,443.0,1.0,note_off,
1325,64,22,444.0,1.0,note_on,
1326,64,22,444.0,1.0,note_off,
1327,64,12,444.0,1.0,note_on,
1328,64,12,444.0,1.0,note_off,
1329,64,34,444.0,1.0,note_on,
1330,64,34,444.0,1.0,note_off,
1331,64,14,446.0,1.0,note_on,
1332,64,14,446.0,1.0,note_off,
1333,64,18,446.0,1.0,note_on,
1334,64,18,446.0,1.0,note_off,
1335,64,12,448.0,1.0,note_on,
1336,64,12,448.0,1.0,note_off,
1337,64,5,448.0,1.0,note_on,
1338,64,5,448.0,1.0,note_off,
1339,64,0,450.0,1.0,note_on,
1340,64,0,450.0,1.0,note_off,
1341,64,19,451.0,1.0,note_on,
1342,64,19,451.0,1.0,note_off,
1343,64,28,452.0,1.0,note_on,
1344,64,28,452.0,1.0,note_off,
1345,64,30,452.0,1.0,note_on,
1346,64,30,452.0,1.0,note_off,
1347,64,27,453.0,1.0,note_on,
1348,64,27,453.0,1.0,note_off,
1349,64,32,454.0,1.0,note_on,
1350,64,32,454.0,1.0,note_off,
1351,64,28,454.0,1.0,note_on,
1352,64,28,454.0,1.0,note_off,
1353,64,11,455.0,1.0,note_on,
1354,64,11,455.0,1.0,note_off,
1355,64,30,456.0,1.0,note_on,
1356,64,30,456.0,1.0,note_off,
1357,64,10,456.0,1.0,note_on,
1358,64,10,456.0,1.0,note_off,
1359,64,12,456.0,1.0,note_on,
1360,64,12,456.0,1.0,note_off,
1361,64,10,457.0,1.0,note_on,
1362,64,10,457.0,1.0,note_off,
1363,64,6,458.0,1.0,note_on,
1364,64,6,458.0,1.0,note_off,
1365,64,11,459.0,1.0,note_on,
1366,64,11,459.0,1.0,note_off,
1367,64,34,460.0,1.0,note_on,
1368,64,34,460.0,1.0,note_off,
1369,64,18,460.0,1.0,note_on,
1370,64,18,460.0,1.0,note_off,
1371,64,26,460.0,1.0,note_on,
1372,64,26,460.0,1.0,note_off,
1373,64,23,460.0,1.0,note_on,
1374,64,23,460.0,1.0,note_off,
1375,64,14,460.0,1.0,note_on,
1376,64,14,460.0,1.0,note_off,
1377,64,1,462.0,1.0,note_on,
1378,64,1,462.0,1.0,note_off,
1379,64,25,462.0,1.0,note_on,
1380,64,25,462.0,1.0,note_off,
1381,64,18,463.0,1.0,note_on,
1382,64,18,463.0,1.0,note_off,
1383,64,23,464.0,1.0,note_on,
1384,64,23,464.0,1.0,note_off,
1385,64,7,465.0,1.0,note_on,
1386,64,7,465.0,1.0,note_off,
1387,64,4,465.0,1.0,note_on,
1388,64,4,465.0,1.0,note_off,
1389,64,28,466.0,1.0,note_on,
1390,64,28,466.0,1.0,note_off,
1391,64,4,467.0,1.0,note_on,
1392,64,4,467.0,1.0,note_off,
1393,64,16,468.0,1.0,note_on,
1394,64,16,468.0,1.0,note_off,
1395,64,22,468.0,1.0,note_on,
1396,64,22,468.0,1.0,note_off,
1397,64,5,469.0,1.0,note_on,
1398,64,5,469.0,1.0,note_off,
1399,64,4,470.0,1.0,note_on,
1400,64,4,470.0,1.0,note_off,
1401,64,6,470.0,1.0,note_on,
1402,64,6,470.0,1.0,note_off,
1403,64,25,471.0,1.0,note_on,
1404,64,25,471.0,1.0,note_off,
1405,64,21,472.0,1.0,note_on,
1406,64,21,472.0,1.0,note_off,
1407,64,32,472.0,1.0,note_on,
1408,64,32,472.0,1.0,note_off,
1409,64,34,472.0,1.0,note_on,
1410,64,34,472.0,1.0,note_off,
1411,64,28,473.0,1.0,note_on,
1412,64,28,473.0,1.0,note_off,
1413,64,1,474.0,1.0,note_on,
1414,64,1,474.0,1.0,note_off,
1415,64,32,475.0,1.0,note_on,
1416,64,32,475.0,1.0,note_off,
1417,64,8,476.0,1.0,note_on,
1418,64,8,476.0,1.0,note_off,
1419,64,33,476.0,1.0,note_on,
1420,64,33,476.0,1.0,note_off,
1421,64,12,477.0,1.0,note_on,
1422,64,12,477.0,1.0,note_off,
1423,64,13,478.0,1.0,note_on,
1424,64,13,478.0,1.0,note_off,
1425,64,20,480.0,1.0,note_on,
1426,64,20,480.0,1.0,note_off,
1427,64,9,480.0,1.0,note_on,
1428,64,9,480.0,1.0,note_off,
1429,64,16,480.0,1.0,note_on,
1430,64,16,480.0,1.0,note_off,
1431,64,24,480.0,1.0,note_on,
1432,64,24,480.0,1.0,note_off,
1433,64,8,480.0,1.0,note_on,
1434,64,8,480.0,1.0,note_off,
1435,64,23,480.0,1.0,note_on,
1436,64,23,480.0,1.0,note_off,
1437,64,1,481.0,1.0,note_on,
1438,64,1,481.0,1.0,note_off,
1439,64,1,482.0,1.0,note_on,
1440,64,1,482.0,1.0,note_off,
1441,64,4,483.0,1.0,note_on,
1442,64,4,483.0,1.0,note_off,
1443,64,30,484.0,1.0,note_on,
1444,64,30,484.0,1.0,note_off,
1445,64,28,484.0,1.0,note_on,
1446,64,28,484.0,1.0,note_off,
1447,64,10,485.0,1.0,note_on,
1448,64,10,485.0,1.0,note_off,
1449,64,14,486.0,1.0,note_on,
1450,64,14,486.0,1.0,note_off,
1451,64,26,486.0,1.0,note_on,
1452,64,26,486.0,1.0,note_off,
1453,64,5,488.0,1.0,note_on,
1454,64,5,488.0,1.0,note_off,
1455,64,34,488.0,1.0,note_on,
1456,64,34,488.0,1.0,note_off,
1457,64,0,490.0,1.0,note_on,
1458,64,0,490.0,1.0,note_off,
1459,64,32,491.0,1.0,note_on,
1460,64,32,491.0,1.0,note_off,
1461,64,14,492.0,1.0,note_on,
1462,64,14,492.0,1.0,note_off,
1463,64,34,492.0,1.0,note_on,
1464,64,34,492.0,1.0,note_off,
1465,64,19,492.0,1.0,note_on,
1466,64,19,492.0,1.0,note_off,
1467,64,27,493.0,1.0,note_on,
1468,64,27,493.0,1.0,note_off,
1469,64,28,494.0,1.0,note_on,
1470,64,28,494.0,1.0,note_off,
1471,64,4,495.0,1.0,note_on,
1472,64,4,495.0,1.0,note_off,
1473,64,23,496.0,1.0,note_on,
1474,64,23,496.0,1.0,note_off,
1475,64,5,496.0,1.0,note_on,
1476,64,5,496.0,1.0,note_off,
1477,64,6,496.0,1.0,note_on,
1478,64,6,496.0,1.0,note_off,
1479,64,12,496.0,1.0,note_on,
1480,64,12,496.0,1.0,note_off,
1481,64,10,497.0,1.0,note_on,
1482,64,10,497.0,1.0,note_off,
1483,64,26,499.0,1.0,note_on,
1484,64,26,499.0,1.0,note_off,
