,Velocity,Note,Start,Duration
294,64,1,198.0,1.0
295,64,17,200.0,1.0
296,64,4,200.0,1.0
297,64,23,200.0,1.0
298,64,8,200.0,1.0
299,64,0,200.0,1.0
300,64,9,200.0,1.0
301,64,1,201.0,1.0
302,64,11,203.0,1.0
303,64,8,204.0,1.0
304,64,4,204.0,1.0
305,64,1,204.0,1.0
306,64,22,205.0,1.0
307,64,15,206.0,1.0
308,64,14,206.0,1.0
309,64,30,208.0,1.0
310,64,5,208.0,1.0
311,64,17,210.0,1.0
312,64,9,210.0,1.0
313,64,19,211.0,1.0
314,64,33,212.0,1.0
315,64,16,212.0,1.0
316,64,21,213.0,1.0
317,64,32,214.0,1.0
318,64,20,214.0,1.0
319,64,11,215.0,1.0
320,64,1,216.0,1.0
321,64,26,216.0,1.0
322,64,12,216.0,1.0
323,64,16,216.0,1.0
324,64,10,217.0,1.0
325,64,29,218.0,1.0
326,64,26,219.0,1.0
327,64,11,220.0,1.0
328,64,23,220.0,1.0
329,64,34,220.0,1.0
330,64,7,220.0,1.0
331,64,12,222.0,1.0
332,64,22,222.0,1.0
333,64,18,223.0,1.0
334,64,30,224.0,1.0
335,64,12,224.0,1.0
336,64,0,225.0,1.0
337,64,28,226.0,1.0
338,64,32,227.0,1.0
339,64,30,228.0,1.0
340,64,10,228.0,1.0
341,64,6,229.0,1.0
342,64,18,230.0,1.0
343,64,26,230.0,1.0
344,64,14,230.0,1.0
345,64,25,231.0,1.0
346,64,23,232.0,1.0
347,64,13,232.0,1.0
348,64,28,233.0,1.0
349,64,22,234.0,1.0
350,64,4,235.0,1.0
351,64,21,236.0,1.0
352,64,34,236.0,1.0
353,64,32,236.0,1.0
354,64,1,237.0,1.0
355,64,33,238.0,1.0
356,64,14,240.0,1.0
357,64,23,240.0,1.0
358,64,20,240.0,1.0
359,64,9,240.0,1.0
360,64,24,240.0,1.0
361,64,16,240.0,1.0
362,64,1,241.0,1.0
363,64,28,242.0,1.0
364,64,26,243.0,1.0
365,64,34,244.0,1.0
366,64,19,246.0,1.0
367,64,14,246.0,1.0
368,64,23,248.0,1.0
369,64,5,248.0,1.0
370,64,25,248.0,1.0
371,64,6,248.0,1.0
372,64,17,250.0,1.0
373,64,0,250.0,1.0
374,64,32,251.0,1.0
375,64,14,252.0,1.0
376,64,30,252.0,1.0
377,64,6,252.0,1.0
378,64,21,253.0,1.0
379,64,20,254.0,1.0
380,64,4,255.0,1.0
381,64,12,256.0,1.0
382,64,25,256.0,1.0
383,64,10,257.0,1.0
384,64,4,259.0,1.0
385,64,24,260.0,1.0
386,64,30,260.0,1.0
387,64,0,260.0,1.0
388,64,1,260.0,1.0
389,64,23,260.0,1.0
390,64,12,262.0,1.0
391,64,26,262.0,1.0
392,64,18,263.0,1.0
393,64,28,264.0,1.0
394,64,30,264.0,1.0
395,64,33,265.0,1.0
396,64,0,265.0,1.0
397,64,7,266.0,1.0
398,64,11,267.0,1.0
399,64,6,268.0,1.0
400,64,26,268.0,1.0
401,64,16,268.0,1.0
402,64,6,269.0,1.0
403,64,26,270.0,1.0
404,64,1,270.0,1.0
405,64,25,271.0,1.0
406,64,16,272.0,1.0
407,64,18,272.0,1.0
408,64,28,273.0,1.0
409,64,10,274.0,1.0
410,64,19,275.0,1.0
411,64,8,276.0,1.0
412,64,12,276.0,1.0
413,64,1,277.0,1.0
414,64,32,278.0,1.0
415,64,33,278.0,1.0
416,64,30,280.0,1.0
417,64,32,280.0,1.0
418,64,12,280.0,1.0
419,64,34,280.0,1.0
420,64,2,280.0,1.0
421,64,0,280.0,1.0
422,64,22,281.0,1.0
423,64,19,283.0,1.0
424,64,1,284.0,1.0
425,64,30,284.0,1.0
426,64,10,285.0,1.0
427,64,12,286.0,1.0
428,64,14,286.0,1.0
429,64,34,288.0,1.0
430,64,20,288.0,1.0
431,64,13,290.0,1.0
432,64,4,290.0,1.0
433,64,9,290.0,1.0
434,64,26,291.0,1.0
435,64,29,292.0,1.0
436,64,34,292.0,1.0
437,64,13,293.0,1.0
438,64,12,294.0,1.0
439,64,4,294.0,1.0
440,64,32,295.0,1.0
441,64,21,296.0,1.0
442,64,8,296.0,1.0
443,64,12,296.0,1.0
444,64,10,297.0,1.0
445,64,29,298.0,1.0
446,64,32,299.0,1.0
447,64,23,300.0,1.0
448,64,8,300.0,1.0
449,64,19,300.0,1.0
450,64,5,302.0,1.0
451,64,6,303.0,1.0
452,64,22,304.0,1.0
453,64,8,304.0,1.0
454,64,17,305.0,1.0
455,64,1,306.0,1.0
456,64,4,307.0,1.0
457,64,20,308.0,1.0
458,64,16,308.0,1.0
459,64,1,309.0,1.0
460,64,25,310.0,1.0
461,64,6,310.0,1.0
462,64,11,310.0,1.0
463,64,1,311.0,1.0
464,64,21,312.0,1.0
465,64,16,312.0,1.0
466,64,29,313.0,1.0
467,64,22,314.0,1.0
468,64,11,315.0,1.0
469,64,6,315.0,1.0
470,64,21,316.0,1.0
471,64,23,316.0,1.0
472,64,28,317.0,1.0
473,64,27,318.0,1.0
474,64,5,320.0,1.0
475,64,9,320.0,1.0
476,64,0,320.0,1.0
477,64,4,320.0,1.0
478,64,12,320.0,1.0
479,64,1,321.0,1.0
480,64,31,322.0,1.0
481,64,4,323.0,1.0
482,64,23,324.0,1.0
483,64,1,324.0,1.0
484,64,24,325.0,1.0
485,64,11,326.0,1.0
486,64,14,326.0,1.0
487,64,3,328.0,1.0
488,64,22,328.0,1.0
489,64,8,328.0,1.0
490,64,24,330.0,1.0
491,64,28,330.0,1.0
492,64,32,331.0,1.0
493,64,30,332.0,1.0
494,64,14,332.0,1.0
495,64,19,332.0,1.0
496,64,13,333.0,1.0
497,64,15,334.0,1.0
498,64,26,335.0,1.0
499,64,30,336.0,1.0
500,64,1,336.0,1.0
501,64,8,336.0,1.0
502,64,10,337.0,1.0
503,64,26,339.0,1.0
504,64,17,340.0,1.0
505,64,34,340.0,1.0
506,64,16,340.0,1.0
507,64,10,340.0,1.0
508,64,19,342.0,1.0
509,64,22,342.0,1.0
510,64,15,343.0,1.0
511,64,11,344.0,1.0
512,64,34,344.0,1.0
513,64,14,344.0,1.0
514,64,0,345.0,1.0
515,64,12,345.0,1.0
516,64,12,346.0,1.0
517,64,19,347.0,1.0
518,64,8,348.0,1.0
519,64,13,348.0,1.0
520,64,28,349.0,1.0
521,64,32,350.0,1.0
522,64,22,351.0,1.0
523,64,34,352.0,1.0
524,64,3,352.0,1.0
525,64,6,352.0,1.0
526,64,28,353.0,1.0
527,64,10,354.0,1.0
528,64,1,355.0,1.0
529,64,11,355.0,1.0
530,64,16,356.0,1.0
531,64,1,357.0,1.0
532,64,2,358.0,1.0
533,64,26,358.0,1.0
534,64,34,360.0,1.0
535,64,30,360.0,1.0
536,64,17,360.0,1.0
537,64,0,360.0,1.0
538,64,28,361.0,1.0
539,64,11,363.0,1.0
540,64,11,364.0,1.0
541,64,8,364.0,1.0
542,64,21,364.0,1.0
543,64,29,365.0,1.0
544,64,12,366.0,1.0
545,64,14,366.0,1.0
546,64,25,368.0,1.0
547,64,34,368.0,1.0
548,64,14,368.0,1.0
549,64,4,370.0,1.0
550,64,9,370.0,1.0
551,64,21,370.0,1.0
552,64,4,371.0,1.0
553,64,7,372.0,1.0
554,64,34,372.0,1.0
555,64,27,373.0,1.0
556,64,32,374.0,1.0
557,64,28,374.0,1.0
558,64,19,375.0,1.0
559,64,23,376.0,1.0
560,64,18,376.0,1.0
561,64,6,376.0,1.0
562,64,10,377.0,1.0
563,64,27,378.0,1.0
564,64,32,379.0,1.0
565,64,19,380.0,1.0
566,64,8,380.0,1.0
567,64,22,380.0,1.0
568,64,30,380.0,1.0
569,64,20,382.0,1.0
570,64,1,382.0,1.0
571,64,12,383.0,1.0
572,64,20,384.0,1.0
573,64,8,384.0,1.0
574,64,20,385.0,1.0
575,64,0,385.0,1.0
576,64,25,386.0,1.0
577,64,26,387.0,1.0
578,64,23,388.0,1.0
579,64,10,388.0,1.0
580,64,5,389.0,1.0
581,64,4,390.0,1.0
582,64,21,390.0,1.0
583,64,5,391.0,1.0
584,64,16,392.0,1.0
585,64,1,393.0,1.0
586,64,33,394.0,1.0
587,64,19,395.0,1.0
588,64,1,396.0,1.0
589,64,16,396.0,1.0
590,64,4,396.0,1.0
591,64,12,397.0,1.0
592,64,13,398.0,1.0
593,64,9,400.0,1.0
594,64,4,400.0,1.0
595,64,24,400.0,1.0
596,64,0,400.0,1.0
597,64,8,400.0,1.0
598,64,17,400.0,1.0
599,64,23,400.0,1.0
600,64,31,401.0,1.0
601,64,1,402.0,1.0
602,64,11,403.0,1.0
603,64,8,404.0,1.0
604,64,1,405.0,1.0
605,64,11,406.0,1.0
606,64,14,406.0,1.0
607,64,8,408.0,1.0
608,64,1,408.0,1.0
609,64,4,408.0,1.0
610,64,0,410.0,1.0
611,64,22,410.0,1.0
612,64,4,411.0,1.0
613,64,16,412.0,1.0
614,64,15,412.0,1.0
615,64,14,412.0,1.0
616,64,2,413.0,1.0
617,64,1,414.0,1.0
618,64,19,415.0,1.0
619,64,30,416.0,1.0
620,64,5,416.0,1.0
621,64,6,416.0,1.0
622,64,10,417.0,1.0
623,64,32,419.0,1.0
624,64,30,420.0,1.0
625,64,23,420.0,1.0
626,64,9,420.0,1.0
627,64,17,420.0,1.0
628,64,28,422.0,1.0
629,64,19,422.0,1.0
630,64,12,423.0,1.0
631,64,33,424.0,1.0
632,64,16,424.0,1.0
633,64,9,425.0,1.0
634,64,21,426.0,1.0
635,64,26,427.0,1.0
636,64,32,428.0,1.0
637,64,30,428.0,1.0
638,64,20,428.0,1.0
639,64,22,429.0,1.0
640,64,14,430.0,1.0
641,64,11,430.0,1.0
642,64,20,431.0,1.0
643,64,12,432.0,1.0
644,64,16,432.0,1.0
645,64,1,432.0,1.0
646,64,25,433.0,1.0
647,64,10,434.0,1.0
648,64,19,435.0,1.0
649,64,29,436.0,1.0
650,64,34,436.0,1.0
651,64,15,437.0,1.0
652,64,13,438.0,1.0
653,64,26,438.0,1.0
654,64,11,440.0,1.0
655,64,7,440.0,1.0
656,64,34,440.0,1.0
657,64,3,440.0,1.0
658,64,17,440.0,1.0
659,64,23,440.0,1.0
660,64,1,441.0,1.0
661,64,26,443.0,1.0
662,64,22,444.0,1.0
663,64,12,444.0,1.0
664,64,34,444.0,1.0
665,64,14,446.0,1.0
666,64,18,446.0,1.0
667,64,12,448.0,1.0
668,64,5,448.0,1.0
669,64,0,450.0,1.0
670,64,19,451.0,1.0
671,64,28,452.0,1.0
672,64,30,452.0,1.0
673,64,27,453.0,1.0
674,64,32,454.0,1.0
675,64,28,454.0,1.0
676,64,11,455.0,1.0
677,64,30,456.0,1.0
678,64,10,456.0,1.0
679,64,12,456.0,1.0
680,64,10,457.0,1.0
681,64,6,458.0,1.0
682,64,11,459.0,1.0
683,64,34,460.0,1.0
684,64,18,460.0,1.0
685,64,26,460.0,1.0
686,64,23,460.0,1.0
687,64,14,460.0,1.0
688,64,1,462.0,1.0
689,64,25,462.0,1.0
690,64,18,463.0,1.0
691,64,23,464.0,1.0
692,64,7,465.0,1.0
693,64,4,465.0,1.0
694,64,28,466.0,1.0
695,64,4,467.0,1.0
696,64,16,468.0,1.0
697,64,22,468.0,1.0
698,64,5,469.0,1.0
699,64,4,470.0,1.0
700,64,6,470.0,1.0
701,64,25,471.0,1.0
702,64,21,472.0,1.0
703,64,32,472.0,1.0
704,64,34,472.0,1.0
705,64,28,473.0,1.0
706,64,1,474.0,1.0
707,64,32,475.0,1.0
708,64,8,476.0,1.0
709,64,33,476.0,1.0
710,64,12,477.0,1.0
711,64,13,478.0,1.0
712,64,20,480.0,1.0
713,64,9,480.0,1.0
714,64,16,480.0,1.0
715,64,24,480.0,1.0
716,64,8,480.0,1.0
717,64,23,480.0,1.0
718,64,1,481.0,1.0
719,64,1,482.0,1.0
720,64,4,483.0,1.0
721,64,30,484.0,1.0
722,64,28,484.0,1.0
723,64,10,485.0,1.0
724,64,14,486.0,1.0
725,64,26,486.0,1.0
726,64,5,488.0,1.0
727,64,34,488.0,1.0
728,64,0,490.0,1.0
729,64,32,491.0,1.0
730,64,14,492.0,1.0
731,64,34,492.0,1.0
732,64,19,492.0,1.0
733,64,27,493.0,1.0
734,64,28,494.0,1.0
735,64,4,495.0,1.0
736,64,23,496.0,1.0
737,64,5,496.0,1.0
738,64,6,496.0,1.0
739,64,12,496.0,1.0
740,64,10,497.0,1.0
741,64,26,499.0,1.0
742,64,8,500.0,1.0
743,64,17,500.0,1.0
744,64,0,500.0,1.0
745,64,32,502.0,1.0
746,64,1,502.0,1.0
747,64,18,503.0,1.0
748,64,6,504.0,1.0
749,64,14,504.0,1.0
750,64,30,504.0,1.0
751,64,24,505.0,1.0
752,64,21,506.0,1.0
753,64,19,507.0,1.0
754,64,16,508.0,1.0
755,64,20,508.0,1.0
756,64,5,509.0,1.0
757,64,1,510.0,1.0
758,64,4,510.0,1.0
759,64,25,511.0,1.0
760,64,25,512.0,1.0
761,64,12,512.0,1.0
762,64,28,513.0,1.0
763,64,10,514.0,1.0
764,64,15,515.0,1.0
765,64,11,515.0,1.0
766,64,23,516.0,1.0
767,64,12,517.0,1.0
768,64,4,518.0,1.0
769,64,13,518.0,1.0
770,64,0,520.0,1.0
771,64,1,520.0,1.0
772,64,23,520.0,1.0
773,64,30,520.0,1.0
774,64,24,520.0,1.0
775,64,9,520.0,1.0
776,64,22,521.0,1.0
777,64,32,523.0,1.0
778,64,12,524.0,1.0
779,64,26,524.0,1.0
780,64,23,524.0,1.0
781,64,17,525.0,1.0
782,64,18,526.0,1.0
783,64,14,526.0,1.0
784,64,30,528.0,1.0
785,64,20,528.0,1.0
786,64,17,530.0,1.0
787,64,0,530.0,1.0
788,64,33,530.0,1.0
789,64,26,531.0,1.0
790,64,7,532.0,1.0
791,64,30,532.0,1.0
792,64,21,533.0,1.0
793,64,22,534.0,1.0
794,64,11,534.0,1.0
795,64,32,535.0,1.0
796,64,6,536.0,1.0
797,64,16,536.0,1.0
798,64,12,536.0,1.0
799,64,26,536.0,1.0
800,64,10,537.0,1.0
801,64,6,538.0,1.0
802,64,19,539.0,1.0
803,64,34,540.0,1.0
804,64,1,540.0,1.0
805,64,16,540.0,1.0
806,64,26,540.0,1.0
807,64,25,542.0,1.0
808,64,29,542.0,1.0
809,64,6,543.0,1.0
810,64,16,544.0,1.0
811,64,18,544.0,1.0
812,64,0,545.0,1.0
813,64,29,545.0,1.0
814,64,28,546.0,1.0
815,64,11,547.0,1.0
816,64,10,548.0,1.0
817,64,8,548.0,1.0
818,64,1,549.0,1.0
819,64,19,550.0,1.0
820,64,1,551.0,1.0
821,64,12,552.0,1.0
822,64,8,552.0,1.0
823,64,29,553.0,1.0
824,64,1,554.0,1.0
825,64,4,555.0,1.0
826,64,22,555.0,1.0
827,64,32,556.0,1.0
828,64,33,556.0,1.0
829,64,16,556.0,1.0
830,64,6,557.0,1.0
831,64,7,558.0,1.0
832,64,0,560.0,1.0
833,64,34,560.0,1.0
834,64,30,560.0,1.0
835,64,2,560.0,1.0
836,64,12,560.0,1.0
837,64,1,561.0,1.0
838,64,22,562.0,1.0
839,64,26,563.0,1.0
840,64,8,564.0,1.0
841,64,28,565.0,1.0
842,64,19,566.0,1.0
843,64,14,566.0,1.0
844,64,1,568.0,1.0
845,64,30,568.0,1.0
846,64,3,568.0,1.0
847,64,10,570.0,1.0
848,64,9,570.0,1.0
849,64,32,571.0,1.0
850,64,14,572.0,1.0
851,64,12,572.0,1.0
852,64,34,572.0,1.0
853,64,1,573.0,1.0
854,64,33,574.0,1.0
855,64,26,575.0,1.0
856,64,8,576.0,1.0
857,64,20,576.0,1.0
858,64,10,577.0,1.0
859,64,4,579.0,1.0
860,64,4,580.0,1.0
861,64,30,580.0,1.0
862,64,9,580.0,1.0
863,64,13,580.0,1.0
864,64,23,580.0,1.0
865,64,26,582.0,1.0
866,64,27,582.0,1.0
867,64,15,583.0,1.0
868,64,29,584.0,1.0
869,64,34,584.0,1.0
870,64,22,585.0,1.0
871,64,17,585.0,1.0
872,64,13,586.0,1.0
873,64,11,587.0,1.0
874,64,12,588.0,1.0
875,64,4,588.0,1.0
876,64,23,588.0,1.0
877,64,21,589.0,1.0
878,64,32,590.0,1.0
879,64,21,590.0,1.0
880,64,22,591.0,1.0
881,64,12,592.0,1.0
882,64,8,592.0,1.0
883,64,28,593.0,1.0
884,64,10,594.0,1.0
885,64,19,595.0,1.0
886,64,29,596.0,1.0
887,64,16,596.0,1.0
888,64,13,597.0,1.0
889,64,12,598.0,1.0
890,64,32,598.0,1.0
891,64,23,600.0,1.0
892,64,8,600.0,1.0
893,64,0,600.0,1.0
894,64,24,600.0,1.0
895,64,19,600.0,1.0
896,64,28,601.0,1.0
897,64,26,603.0,1.0
898,64,5,604.0,1.0
899,64,8,604.0,1.0
900,64,28,605.0,1.0
901,64,14,606.0,1.0
902,64,6,606.0,1.0
903,64,8,608.0,1.0
904,64,25,608.0,1.0
905,64,17,610.0,1.0
906,64,32,611.0,1.0
907,64,16,612.0,1.0
908,64,1,612.0,1.0
909,64,21,613.0,1.0
910,64,20,614.0,1.0
911,64,4,614.0,1.0
912,64,19,615.0,1.0
913,64,16,616.0,1.0
914,64,18,616.0,1.0
915,64,20,616.0,1.0
916,64,10,617.0,1.0
917,64,1,618.0,1.0
918,64,4,619.0,1.0
919,64,6,620.0,1.0
920,64,23,620.0,1.0
921,64,25,620.0,1.0
922,64,11,620.0,1.0
923,64,12,622.0,1.0
924,64,1,622.0,1.0
925,64,12,623.0,1.0
926,64,16,624.0,1.0
927,64,21,624.0,1.0
928,64,9,625.0,1.0
929,64,29,626.0,1.0
930,64,11,627.0,1.0
931,64,22,628.0,1.0
932,64,30,628.0,1.0
933,64,6,629.0,1.0
934,64,11,630.0,1.0
935,64,14,630.0,1.0
936,64,6,630.0,1.0
937,64,5,631.0,1.0
938,64,21,632.0,1.0
939,64,23,632.0,1.0
940,64,1,633.0,1.0
941,64,28,634.0,1.0
942,64,19,635.0,1.0
943,64,27,636.0,1.0
944,64,34,636.0,1.0
945,64,1,637.0,1.0
946,64,33,638.0,1.0
947,64,9,640.0,1.0
948,64,25,640.0,1.0
949,64,17,640.0,1.0
950,64,4,640.0,1.0
951,64,12,640.0,1.0
952,64,0,640.0,1.0
953,64,31,641.0,1.0
954,64,1,642.0,1.0
955,64,4,643.0,1.0
956,64,34,644.0,1.0
957,64,31,644.0,1.0
958,64,4,646.0,1.0
959,64,14,646.0,1.0
960,64,1,648.0,1.0
961,64,23,648.0,1.0
962,64,4,650.0,1.0
963,64,0,650.0,1.0
964,64,24,650.0,1.0
965,64,11,651.0,1.0
966,64,30,652.0,1.0
967,64,11,652.0,1.0
968,64,14,652.0,1.0
969,64,21,653.0,1.0
970,64,22,654.0,1.0
971,64,26,655.0,1.0
972,64,6,656.0,1.0
973,64,8,656.0,1.0
974,64,3,656.0,1.0
975,64,10,657.0,1.0
976,64,19,659.0,1.0
977,64,23,660.0,1.0
978,64,24,660.0,1.0
979,64,28,660.0,1.0
980,64,30,660.0,1.0
981,64,32,662.0,1.0
982,64,29,662.0,1.0
983,64,12,663.0,1.0
984,64,30,664.0,1.0
985,64,19,664.0,1.0
986,64,14,664.0,1.0
987,64,7,665.0,1.0
988,64,0,665.0,1.0
989,64,13,666.0,1.0
990,64,26,667.0,1.0
991,64,15,668.0,1.0
992,64,16,668.0,1.0
993,64,1,669.0,1.0
994,64,26,670.0,1.0
995,64,6,670.0,1.0
