,Velocity,Note,Start,Duration
996,64,20,671.0,1.0
997,64,1,672.0,1.0
998,64,30,672.0,1.0
999,64,8,672.0,1.0
1000,64,25,673.0,1.0
1001,64,10,674.0,1.0
1002,64,32,675.0,1.0
1003,64,8,676.0,1.0
1004,64,6,677.0,1.0
1005,64,7,678.0,1.0
1006,64,26,678.0,1.0
1007,64,0,680.0,1.0
1008,64,10,680.0,1.0
1009,64,18,680.0,1.0
1010,64,34,680.0,1.0
1011,64,17,680.0,1.0
1012,64,16,680.0,1.0
1013,64,1,681.0,1.0
1014,64,32,683.0,1.0
1015,64,30,684.0,1.0
1016,64,22,684.0,1.0
1017,64,19,684.0,1.0
1018,64,10,685.0,1.0
1019,64,15,686.0,1.0
1020,64,14,686.0,1.0
1021,64,5,688.0,1.0
1022,64,14,688.0,1.0
1023,64,34,688.0,1.0
1024,64,24,690.0,1.0
1025,64,12,690.0,1.0
1026,64,0,690.0,1.0
1027,64,26,691.0,1.0
1028,64,34,692.0,1.0
1029,64,12,692.0,1.0
1030,64,7,693.0,1.0
1031,64,19,694.0,1.0
1032,64,6,694.0,1.0
1033,64,32,695.0,1.0
1034,64,8,696.0,1.0
1035,64,12,696.0,1.0
1036,64,13,696.0,1.0
1037,64,10,697.0,1.0
1038,64,28,698.0,1.0
1039,64,19,699.0,1.0
1040,64,32,700.0,1.0
1041,64,8,700.0,1.0
1042,64,34,700.0,1.0
1043,64,1,702.0,1.0
1044,64,22,702.0,1.0
1045,64,18,703.0,1.0
1046,64,6,704.0,1.0
1047,64,3,704.0,1.0
1048,64,9,705.0,1.0
1049,64,28,706.0,1.0
1050,64,11,707.0,1.0
1051,64,16,708.0,1.0
1052,64,10,708.0,1.0
1053,64,29,709.0,1.0
1054,64,11,710.0,1.0
1055,64,1,710.0,1.0
1056,64,25,711.0,1.0
1057,64,16,712.0,1.0
1058,64,28,713.0,1.0
1059,64,1,714.0,1.0
1060,64,4,715.0,1.0
1061,64,12,715.0,1.0
1062,64,23,716.0,1.0
1063,64,2,716.0,1.0
1064,64,26,716.0,1.0
1065,64,22,717.0,1.0
1066,64,21,718.0,1.0
1067,64,0,720.0,1.0
1068,64,34,720.0,1.0
1069,64,30,720.0,1.0
1070,64,17,720.0,1.0
1071,64,1,721.0,1.0
1072,64,28,722.0,1.0
1073,64,32,723.0,1.0
1074,64,23,724.0,1.0
1075,64,9,725.0,1.0
1076,64,14,726.0,1.0
1077,64,11,726.0,1.0
1078,64,21,728.0,1.0
1079,64,8,728.0,1.0
1080,64,11,728.0,1.0
1081,64,5,728.0,1.0
1082,64,29,730.0,1.0
1083,64,4,730.0,1.0
1084,64,4,731.0,1.0
1085,64,30,732.0,1.0
1086,64,12,732.0,1.0
1087,64,14,732.0,1.0
1088,64,7,733.0,1.0
1089,64,6,734.0,1.0
1090,64,4,735.0,1.0
1091,64,34,736.0,1.0
1092,64,12,736.0,1.0
1093,64,25,736.0,1.0
1094,64,10,737.0,1.0
1095,64,11,739.0,1.0
1096,64,8,740.0,1.0
1097,64,21,740.0,1.0
1098,64,34,740.0,1.0
1099,64,9,740.0,1.0
1100,64,4,740.0,1.0
1101,64,4,742.0,1.0
1102,64,1,742.0,1.0
1103,64,18,743.0,1.0
1104,64,7,744.0,1.0
1105,64,34,744.0,1.0
1106,64,29,745.0,1.0
1107,64,17,745.0,1.0
1108,64,27,746.0,1.0
1109,64,19,747.0,1.0
1110,64,28,748.0,1.0
1111,64,32,748.0,1.0
1112,64,8,748.0,1.0
1113,64,29,749.0,1.0
1114,64,19,750.0,1.0
1115,64,25,751.0,1.0
1116,64,23,752.0,1.0
1117,64,6,752.0,1.0
1118,64,18,752.0,1.0
1119,64,28,753.0,1.0
1120,64,10,754.0,1.0
1121,64,5,755.0,1.0
1122,64,26,755.0,1.0
1123,64,16,756.0,1.0
1124,64,27,756.0,1.0
1125,64,22,757.0,1.0
1126,64,21,758.0,1.0
1127,64,32,758.0,1.0
1128,64,8,760.0,1.0
1129,64,30,760.0,1.0
1130,64,9,760.0,1.0
1131,64,19,760.0,1.0
1132,64,22,760.0,1.0
1133,64,22,761.0,1.0
1134,64,26,763.0,1.0
1135,64,1,764.0,1.0
1136,64,20,764.0,1.0
1137,64,8,764.0,1.0
1138,64,1,765.0,1.0
1139,64,12,766.0,1.0
1140,64,14,766.0,1.0
1141,64,8,768.0,1.0
1142,64,20,768.0,1.0
1143,64,20,770.0,1.0
1144,64,0,770.0,1.0
1145,64,19,771.0,1.0
1146,64,25,772.0,1.0
1147,64,34,772.0,1.0
1148,64,2,773.0,1.0
1149,64,26,774.0,1.0
1150,64,1,774.0,1.0
1151,64,11,775.0,1.0
1152,64,10,776.0,1.0
1153,64,12,776.0,1.0
1154,64,23,776.0,1.0
1155,64,10,777.0,1.0
1156,64,5,778.0,1.0
1157,64,11,779.0,1.0
1158,64,30,780.0,1.0
1159,64,16,780.0,1.0
1160,64,21,780.0,1.0
1161,64,4,780.0,1.0
1162,64,28,782.0,1.0
1163,64,5,782.0,1.0
1164,64,6,783.0,1.0
1165,64,16,784.0,1.0
1166,64,24,785.0,1.0
1167,64,22,785.0,1.0
1168,64,1,786.0,1.0
1169,64,4,787.0,1.0
1170,64,23,788.0,1.0
1171,64,33,788.0,1.0
1172,64,22,789.0,1.0
1173,64,21,790.0,1.0
1174,64,19,790.0,1.0
1175,64,1,791.0,1.0
1176,64,1,792.0,1.0
1177,64,4,792.0,1.0
1178,64,16,792.0,1.0
1179,64,29,793.0,1.0
1180,64,12,794.0,1.0
1181,64,32,795.0,1.0
1182,64,16,796.0,1.0
1183,64,13,796.0,1.0
1184,64,15,797.0,1.0
1185,64,13,798.0,1.0
1186,64,24,800.0,1.0
1187,64,8,800.0,1.0
1188,64,4,800.0,1.0
1189,64,17,800.0,1.0
1190,64,0,800.0,1.0
1191,64,23,800.0,1.0
1192,64,9,800.0,1.0
1193,64,1,801.0,1.0
1194,64,31,802.0,1.0
1195,64,26,803.0,1.0
1196,64,8,804.0,1.0
1197,64,1,804.0,1.0
1198,64,31,805.0,1.0
1199,64,14,806.0,1.0
1200,64,11,806.0,1.0
1201,64,3,808.0,1.0
1202,64,8,808.0,1.0
1203,64,0,810.0,1.0
1204,64,1,810.0,1.0
1205,64,19,811.0,1.0
1206,64,14,812.0,1.0
1207,64,16,812.0,1.0
1208,64,11,812.0,1.0
1209,64,22,813.0,1.0
1210,64,21,814.0,1.0
1211,64,11,815.0,1.0
1212,64,1,816.0,1.0
1213,64,8,816.0,1.0
1214,64,10,817.0,1.0
1215,64,11,819.0,1.0
1216,64,23,820.0,1.0
1217,64,0,820.0,1.0
1218,64,22,820.0,1.0
1219,64,8,820.0,1.0
1220,64,13,822.0,1.0
1221,64,4,822.0,1.0
1222,64,15,823.0,1.0
1223,64,16,824.0,1.0
1224,64,14,824.0,1.0
1225,64,15,824.0,1.0
1226,64,17,825.0,1.0
1227,64,2,826.0,1.0
1228,64,4,827.0,1.0
1229,64,1,828.0,1.0
1230,64,30,828.0,1.0
1231,64,7,829.0,1.0
1232,64,19,830.0,1.0
1233,64,14,830.0,1.0
1234,64,22,831.0,1.0
1235,64,5,832.0,1.0
1236,64,6,832.0,1.0
1237,64,28,833.0,1.0
1238,64,10,834.0,1.0
1239,64,32,835.0,1.0
1240,64,34,836.0,1.0
1241,64,2,837.0,1.0
1242,64,32,838.0,1.0
1243,64,1,838.0,1.0
1244,64,9,840.0,1.0
1245,64,24,840.0,1.0
1246,64,30,840.0,1.0
1247,64,1,840.0,1.0
1248,64,23,840.0,1.0
1249,64,17,840.0,1.0
1250,64,28,841.0,1.0
1251,64,11,843.0,1.0
1252,64,19,844.0,1.0
1253,64,34,844.0,1.0
1254,64,28,844.0,1.0
1255,64,12,846.0,1.0
1256,64,14,846.0,1.0
1257,64,25,848.0,1.0
1258,64,16,848.0,1.0
1259,64,9,850.0,1.0
1260,64,0,850.0,1.0
1261,64,17,850.0,1.0
1262,64,19,851.0,1.0
1263,64,30,852.0,1.0
1264,64,21,852.0,1.0
1265,64,1,853.0,1.0
1266,64,2,854.0,1.0
1267,64,26,854.0,1.0
1268,64,19,855.0,1.0
1269,64,32,856.0,1.0
1270,64,18,856.0,1.0
1271,64,20,856.0,1.0
1272,64,30,856.0,1.0
1273,64,10,857.0,1.0
1274,64,22,858.0,1.0
1275,64,26,859.0,1.0
1276,64,34,860.0,1.0
1277,64,11,860.0,1.0
1278,64,23,860.0,1.0
1279,64,14,860.0,1.0
1280,64,7,862.0,1.0
1281,64,20,862.0,1.0
1282,64,12,863.0,1.0
1283,64,12,864.0,1.0
1284,64,16,864.0,1.0
1285,64,9,865.0,1.0
1286,64,12,865.0,1.0
1287,64,25,866.0,1.0
1288,64,32,867.0,1.0
1289,64,16,868.0,1.0
1290,64,10,868.0,1.0
1291,64,13,869.0,1.0
1292,64,13,870.0,1.0
1293,64,19,870.0,1.0
1294,64,5,871.0,1.0
1295,64,29,872.0,1.0
1296,64,34,872.0,1.0
1297,64,1,873.0,1.0
1298,64,15,874.0,1.0
1299,64,4,875.0,1.0
1300,64,13,876.0,1.0
1301,64,8,876.0,1.0
1302,64,26,876.0,1.0
1303,64,21,877.0,1.0
1304,64,22,878.0,1.0
1305,64,17,880.0,1.0
1306,64,6,880.0,1.0
1307,64,0,880.0,1.0
1308,64,3,880.0,1.0
1309,64,23,880.0,1.0
1310,64,34,880.0,1.0
1311,64,7,880.0,1.0
1312,64,31,881.0,1.0
1313,64,1,882.0,1.0
1314,64,32,883.0,1.0
1315,64,30,884.0,1.0
1316,64,10,885.0,1.0
1317,64,26,886.0,1.0
1318,64,14,886.0,1.0
1319,64,1,888.0,1.0
1320,64,22,888.0,1.0
1321,64,34,888.0,1.0
1322,64,12,888.0,1.0
1323,64,17,890.0,1.0
1324,64,4,891.0,1.0
1325,64,34,892.0,1.0
1326,64,18,892.0,1.0
1327,64,14,892.0,1.0
1328,64,13,893.0,1.0
1329,64,12,894.0,1.0
1330,64,26,895.0,1.0
1331,64,6,896.0,1.0
1332,64,5,896.0,1.0
1333,64,10,897.0,1.0
1334,64,11,899.0,1.0
1335,64,0,900.0,1.0
1336,64,30,900.0,1.0
1337,64,8,900.0,1.0
1338,64,5,902.0,1.0
1339,64,19,902.0,1.0
1340,64,12,903.0,1.0
1341,64,28,904.0,1.0
1342,64,30,904.0,1.0
1343,64,9,905.0,1.0
1344,64,27,906.0,1.0
1345,64,19,907.0,1.0
1346,64,32,908.0,1.0
1347,64,28,908.0,1.0
1348,64,16,908.0,1.0
1349,64,1,909.0,1.0
1350,64,21,910.0,1.0
1351,64,11,910.0,1.0
1352,64,20,911.0,1.0
1353,64,12,912.0,1.0
1354,64,30,912.0,1.0
1355,64,25,913.0,1.0
1356,64,10,914.0,1.0
1357,64,12,915.0,1.0
1358,64,26,915.0,1.0
1359,64,23,916.0,1.0
1360,64,6,916.0,1.0
1361,64,28,917.0,1.0
1362,64,27,918.0,1.0
1363,64,11,918.0,1.0
1364,64,17,920.0,1.0
1365,64,23,920.0,1.0
1366,64,26,920.0,1.0
1367,64,14,920.0,1.0
1368,64,34,920.0,1.0
1369,64,18,920.0,1.0
1370,64,1,921.0,1.0
1371,64,19,923.0,1.0
1372,64,23,924.0,1.0
1373,64,25,924.0,1.0
1374,64,1,924.0,1.0
1375,64,9,925.0,1.0
1376,64,14,926.0,1.0
1377,64,18,926.0,1.0
1378,64,23,928.0,1.0
1379,64,5,928.0,1.0
1380,64,7,930.0,1.0
1381,64,9,930.0,1.0
1382,64,4,930.0,1.0
1383,64,11,931.0,1.0
1384,64,28,932.0,1.0
1385,64,30,932.0,1.0
1386,64,13,933.0,1.0
1387,64,4,934.0,1.0
1388,64,15,934.0,1.0
1389,64,32,935.0,1.0
1390,64,12,936.0,1.0
1391,64,16,936.0,1.0
1392,64,22,936.0,1.0
1393,64,10,937.0,1.0
1394,64,5,938.0,1.0
1395,64,4,939.0,1.0
1396,64,23,940.0,1.0
1397,64,34,940.0,1.0
1398,64,4,940.0,1.0
1399,64,6,940.0,1.0
1400,64,25,942.0,1.0
1401,64,22,942.0,1.0
1402,64,18,943.0,1.0
1403,64,21,944.0,1.0
1404,64,34,944.0,1.0
1405,64,0,945.0,1.0
1406,64,27,945.0,1.0
1407,64,28,946.0,1.0
1408,64,32,947.0,1.0
1409,64,8,948.0,1.0
1410,64,1,948.0,1.0
1411,64,28,949.0,1.0
1412,64,32,950.0,1.0
1413,64,25,951.0,1.0
1414,64,33,952.0,1.0
1415,64,8,952.0,1.0
1416,64,28,953.0,1.0
1417,64,12,954.0,1.0
1418,64,20,955.0,1.0
1419,64,26,955.0,1.0
1420,64,16,956.0,1.0
1421,64,13,956.0,1.0
1422,64,1,957.0,1.0
1423,64,2,958.0,1.0
1424,64,9,960.0,1.0
1425,64,20,960.0,1.0
1426,64,24,960.0,1.0
1427,64,8,960.0,1.0
1428,64,1,961.0,1.0
1429,64,1,962.0,1.0
1430,64,4,963.0,1.0
1431,64,1,964.0,1.0
1432,64,8,964.0,1.0
1433,64,25,965.0,1.0
1434,64,14,966.0,1.0
1435,64,4,966.0,1.0
1436,64,28,968.0,1.0
1437,64,30,968.0,1.0
1438,64,5,968.0,1.0
1439,64,17,970.0,1.0
1440,64,10,970.0,1.0
1441,64,11,971.0,1.0
1442,64,14,972.0,1.0
1443,64,34,972.0,1.0
1444,64,26,972.0,1.0
1445,64,13,973.0,1.0
1446,64,15,974.0,1.0
1447,64,4,975.0,1.0
1448,64,12,976.0,1.0
1449,64,34,976.0,1.0
1450,64,5,976.0,1.0
1451,64,10,977.0,1.0
1452,64,19,979.0,1.0
1453,64,0,980.0,1.0
1454,64,30,980.0,1.0
1455,64,16,980.0,1.0
1456,64,32,982.0,1.0
1457,64,22,982.0,1.0
1458,64,18,983.0,1.0
1459,64,14,984.0,1.0
1460,64,34,984.0,1.0
1461,64,19,984.0,1.0
1462,64,33,985.0,1.0
1463,64,0,985.0,1.0
1464,64,27,986.0,1.0
1465,64,26,987.0,1.0
1466,64,28,988.0,1.0
1467,64,23,988.0,1.0
1468,64,28,989.0,1.0
1469,64,4,990.0,1.0
1470,64,1,990.0,1.0
1471,64,25,991.0,1.0
1472,64,12,992.0,1.0
1473,64,5,992.0,1.0
1474,64,23,992.0,1.0
1475,64,28,993.0,1.0
1476,64,10,994.0,1.0
1477,64,32,995.0,1.0
1478,64,16,996.0,1.0
1479,64,1,997.0,1.0
1480,64,2,998.0,1.0
1481,64,26,998.0,1.0
1482,64,8,1000.0,1.0
1483,64,17,1000.0,1.0
1484,64,0,1000.0,1.0
1485,64,22,1001.0,1.0
1486,64,4,1003.0,1.0
1487,64,32,1004.0,1.0
1488,64,8,1004.0,1.0
1489,64,1,1004.0,1.0
1490,64,1,1005.0,1.0
1491,64,18,1006.0,1.0
1492,64,14,1006.0,1.0
1493,64,30,1008.0,1.0
1494,64,20,1008.0,1.0
1495,64,14,1008.0,1.0
1496,64,24,1010.0,1.0
1497,64,4,1010.0,1.0
1498,64,11,1011.0,1.0
1499,64,21,1012.0,1.0
1500,64,16,1012.0,1.0
1501,64,12,1013.0,1.0
1502,64,19,1014.0,1.0
1503,64,13,1014.0,1.0
1504,64,11,1015.0,1.0
1505,64,20,1016.0,1.0
1506,64,16,1016.0,1.0
1507,64,12,1016.0,1.0
1508,64,10,1017.0,1.0
1509,64,5,1018.0,1.0
1510,64,19,1019.0,1.0
1511,64,1,1020.0,1.0
1512,64,4,1020.0,1.0
1513,64,8,1020.0,1.0
1514,64,23,1020.0,1.0
1515,64,25,1022.0,1.0
1516,64,21,1022.0,1.0
1517,64,6,1023.0,1.0
1518,64,12,1024.0,1.0
1519,64,25,1024.0,1.0
1520,64,17,1025.0,1.0
1521,64,28,1026.0,1.0
1522,64,26,1027.0,1.0
1523,64,30,1028.0,1.0
1524,64,10,1028.0,1.0
1525,64,27,1029.0,1.0
1526,64,15,1030.0,1.0
1527,64,11,1030.0,1.0
1528,64,14,1030.0,1.0
1529,64,1,1031.0,1.0
1530,64,23,1032.0,1.0
1531,64,29,1033.0,1.0
1532,64,12,1034.0,1.0
1533,64,32,1035.0,1.0
1534,64,4,1036.0,1.0
1535,64,34,1036.0,1.0
1536,64,13,1036.0,1.0
1537,64,33,1037.0,1.0
1538,64,1,1038.0,1.0
1539,64,23,1040.0,1.0
1540,64,0,1040.0,1.0
1541,64,30,1040.0,1.0
1542,64,9,1040.0,1.0
1543,64,5,1040.0,1.0
1544,64,1,1041.0,1.0
1545,64,22,1042.0,1.0
1546,64,11,1043.0,1.0
1547,64,34,1044.0,1.0
1548,64,32,1046.0,1.0
1549,64,14,1046.0,1.0
1550,64,23,1048.0,1.0
1551,64,3,1048.0,1.0
1552,64,12,1048.0,1.0
1553,64,26,1048.0,1.0
1554,64,9,1050.0,1.0
1555,64,24,1050.0,1.0
1556,64,17,1050.0,1.0
1557,64,4,1051.0,1.0
1558,64,18,1052.0,1.0
1559,64,30,1052.0,1.0
1560,64,14,1052.0,1.0
1561,64,33,1053.0,1.0
1562,64,1,1054.0,1.0
1563,64,19,1055.0,1.0
1564,64,20,1056.0,1.0
1565,64,8,1056.0,1.0
1566,64,30,1056.0,1.0
1567,64,10,1057.0,1.0
1568,64,32,1059.0,1.0
1569,64,0,1060.0,1.0
1570,64,16,1060.0,1.0
1571,64,23,1060.0,1.0
1572,64,33,1060.0,1.0
1573,64,17,1060.0,1.0
1574,64,26,1062.0,1.0
1575,64,6,1062.0,1.0
1576,64,15,1063.0,1.0
1577,64,7,1064.0,1.0
1578,64,30,1064.0,1.0
1579,64,0,1065.0,1.0
1580,64,21,1065.0,1.0
1581,64,21,1066.0,1.0
1582,64,26,1067.0,1.0
1583,64,11,1068.0,1.0
1584,64,22,1068.0,1.0
1585,64,16,1068.0,1.0
1586,64,12,1069.0,1.0
1587,64,20,1070.0,1.0
1588,64,32,1070.0,1.0
1589,64,22,1071.0,1.0
1590,64,12,1072.0,1.0
1591,64,6,1072.0,1.0
1592,64,16,1072.0,1.0
1593,64,28,1073.0,1.0
1594,64,10,1074.0,1.0
1595,64,19,1075.0,1.0
1596,64,8,1076.0,1.0
1597,64,6,1076.0,1.0
1598,64,20,1077.0,1.0
1599,64,21,1078.0,1.0
1600,64,19,1078.0,1.0
1601,64,17,1080.0,1.0
1602,64,1,1080.0,1.0
1603,64,12,1080.0,1.0
1604,64,16,1080.0,1.0
1605,64,26,1080.0,1.0
1606,64,34,1080.0,1.0
1607,64,28,1081.0,1.0
1608,64,19,1083.0,1.0
1609,64,29,1084.0,1.0
1610,64,30,1084.0,1.0
1611,64,25,1084.0,1.0
1612,64,10,1085.0,1.0
1613,64,14,1086.0,1.0
1614,64,6,1086.0,1.0
1615,64,25,1088.0,1.0
1616,64,18,1088.0,1.0
1617,64,29,1090.0,1.0
1618,64,0,1090.0,1.0
1619,64,4,1090.0,1.0
1620,64,11,1091.0,1.0
1621,64,34,1092.0,1.0
1622,64,28,1092.0,1.0
1623,64,12,1093.0,1.0
1624,64,13,1094.0,1.0
1625,64,11,1094.0,1.0
1626,64,26,1095.0,1.0
1627,64,18,1096.0,1.0
1628,64,8,1096.0,1.0
1629,64,10,1096.0,1.0
1630,64,10,1097.0,1.0
1631,64,1,1098.0,1.0
1632,64,4,1099.0,1.0
1633,64,23,1100.0,1.0
1634,64,19,1100.0,1.0
1635,64,8,1100.0,1.0
1636,64,21,1102.0,1.0
1637,64,1,1102.0,1.0
1638,64,12,1103.0,1.0
1639,64,8,1104.0,1.0
1640,64,0,1105.0,1.0
1641,64,29,1106.0,1.0
1642,64,32,1107.0,1.0
1643,64,16,1108.0,1.0
1644,64,1,1108.0,1.0
1645,64,27,1109.0,1.0
1646,64,4,1110.0,1.0
1647,64,12,1110.0,1.0
1648,64,22,1110.0,1.0
1649,64,5,1111.0,1.0
1650,64,33,1112.0,1.0
1651,64,16,1112.0,1.0
1652,64,32,1112.0,1.0
1653,64,1,1113.0,1.0
1654,64,6,1114.0,1.0
1655,64,26,1115.0,1.0
1656,64,18,1115.0,1.0
1657,64,7,1116.0,1.0
1658,64,23,1116.0,1.0
1659,64,33,1117.0,1.0
1660,64,1,1118.0,1.0
1661,64,24,1120.0,1.0
1662,64,30,1120.0,1.0
1663,64,0,1120.0,1.0
1664,64,34,1120.0,1.0
1665,64,12,1120.0,1.0
1666,64,31,1121.0,1.0
1667,64,1,1122.0,1.0
1668,64,19,1123.0,1.0
1669,64,22,1124.0,1.0
1670,64,23,1124.0,1.0
1671,64,0,1125.0,1.0
1672,64,26,1126.0,1.0
1673,64,14,1126.0,1.0
1674,64,8,1128.0,1.0
1675,64,1,1128.0,1.0
1676,64,0,1130.0,1.0
1677,64,28,1130.0,1.0
1678,64,26,1131.0,1.0
1679,64,14,1132.0,1.0
1680,64,19,1132.0,1.0
1681,64,30,1132.0,1.0
1682,64,33,1133.0,1.0
1683,64,1,1134.0,1.0
1684,64,32,1135.0,1.0
1685,64,30,1136.0,1.0
1686,64,3,1136.0,1.0
1687,64,1,1136.0,1.0
1688,64,6,1136.0,1.0
1689,64,10,1137.0,1.0
1690,64,32,1139.0,1.0
1691,64,9,1140.0,1.0
1692,64,34,1140.0,1.0
1693,64,10,1140.0,1.0
1694,64,30,1140.0,1.0
1695,64,32,1142.0,1.0
1696,64,6,1142.0,1.0
1697,64,12,1143.0,1.0
1698,64,34,1144.0,1.0
1699,64,14,1144.0,1.0
1700,64,12,1144.0,1.0
1701,64,9,1145.0,1.0
1702,64,6,1145.0,1.0
1703,64,1,1146.0,1.0
1704,64,4,1147.0,1.0
1705,64,33,1148.0,1.0
1706,64,8,1148.0,1.0
1707,64,12,1149.0,1.0
1708,64,26,1150.0,1.0
1709,64,20,1151.0,1.0
1710,64,8,1152.0,1.0
1711,64,20,1152.0,1.0
1712,64,25,1153.0,1.0
1713,64,10,1154.0,1.0
1714,64,25,1155.0,1.0
1715,64,11,1155.0,1.0
1716,64,16,1156.0,1.0
1717,64,20,1157.0,1.0
1718,64,4,1158.0,1.0
1719,64,21,1158.0,1.0
1720,64,13,1160.0,1.0
1721,64,4,1160.0,1.0
1722,64,9,1160.0,1.0
1723,64,23,1160.0,1.0
1724,64,17,1160.0,1.0
1725,64,30,1160.0,1.0
1726,64,1,1161.0,1.0
1727,64,11,1163.0,1.0
1728,64,27,1164.0,1.0
1729,64,26,1164.0,1.0
1730,64,8,1164.0,1.0
1731,64,28,1165.0,1.0
1732,64,14,1166.0,1.0
1733,64,15,1166.0,1.0
1734,64,5,1168.0,1.0
1735,64,34,1168.0,1.0
1736,64,17,1170.0,1.0
1737,64,22,1170.0,1.0
1738,64,0,1170.0,1.0
1739,64,19,1171.0,1.0
1740,64,34,1172.0,1.0
1741,64,13,1172.0,1.0
1742,64,1,1173.0,1.0
1743,64,33,1174.0,1.0
1744,64,11,1174.0,1.0
1745,64,4,1175.0,1.0
1746,64,12,1176.0,1.0
1747,64,23,1176.0,1.0
1748,64,4,1176.0,1.0
1749,64,10,1177.0,1.0
1750,64,21,1178.0,1.0
1751,64,26,1179.0,1.0
1752,64,21,1180.0,1.0
1753,64,32,1180.0,1.0
1754,64,30,1180.0,1.0
1755,64,34,1180.0,1.0
1756,64,22,1182.0,1.0
1757,64,27,1182.0,1.0
1758,64,18,1183.0,1.0
1759,64,8,1184.0,1.0
1760,64,12,1184.0,1.0
1761,64,1,1185.0,1.0
1762,64,4,1185.0,1.0
1763,64,28,1186.0,1.0
1764,64,32,1187.0,1.0
1765,64,10,1188.0,1.0
1766,64,23,1188.0,1.0
1767,64,21,1189.0,1.0
1768,64,33,1190.0,1.0
1769,64,19,1190.0,1.0
1770,64,25,1191.0,1.0
1771,64,16,1192.0,1.0
1772,64,29,1192.0,1.0
1773,64,28,1193.0,1.0
1774,64,13,1194.0,1.0
1775,64,4,1195.0,1.0
1776,64,16,1196.0,1.0
1777,64,32,1196.0,1.0
1778,64,12,1196.0,1.0
1779,64,13,1197.0,1.0
1780,64,12,1198.0,1.0
1781,64,24,1200.0,1.0
1782,64,0,1200.0,1.0
1783,64,8,1200.0,1.0
1784,64,9,1200.0,1.0
1785,64,23,1200.0,1.0
1786,64,1,1201.0,1.0
1787,64,28,1202.0,1.0
1788,64,11,1203.0,1.0
1789,64,8,1204.0,1.0
1790,64,1,1205.0,1.0
1791,64,14,1206.0,1.0
1792,64,26,1206.0,1.0
1793,64,5,1208.0,1.0
1794,64,8,1208.0,1.0
1795,64,0,1210.0,1.0
1796,64,28,1210.0,1.0
1797,64,19,1211.0,1.0
1798,64,6,1212.0,1.0
1799,64,14,1212.0,1.0
1800,64,16,1212.0,1.0
1801,64,1,1213.0,1.0
1802,64,33,1214.0,1.0
1803,64,26,1215.0,1.0
1804,64,12,1216.0,1.0
1805,64,25,1216.0,1.0
1806,64,10,1217.0,1.0
1807,64,26,1219.0,1.0
1808,64,34,1220.0,1.0
1809,64,17,1220.0,1.0
1810,64,23,1220.0,1.0
1811,64,27,1222.0,1.0
1812,64,32,1222.0,1.0
1813,64,18,1223.0,1.0
1814,64,16,1224.0,1.0
1815,64,1,1224.0,1.0
1816,64,24,1225.0,1.0
1817,64,21,1226.0,1.0
1818,64,32,1227.0,1.0
1819,64,20,1228.0,1.0
1820,64,30,1228.0,1.0
1821,64,4,1228.0,1.0
1822,64,21,1229.0,1.0
1823,64,14,1230.0,1.0
1824,64,19,1230.0,1.0
1825,64,25,1231.0,1.0
1826,64,16,1232.0,1.0
1827,64,18,1232.0,1.0
1828,64,28,1233.0,1.0
1829,64,10,1234.0,1.0
1830,64,4,1235.0,1.0
1831,64,1,1236.0,1.0
1832,64,34,1236.0,1.0
1833,64,13,1237.0,1.0
1834,64,12,1238.0,1.0
1835,64,4,1238.0,1.0
1836,64,5,1240.0,1.0
1837,64,9,1240.0,1.0
1838,64,11,1240.0,1.0
1839,64,23,1240.0,1.0
1840,64,6,1240.0,1.0
1841,64,25,1240.0,1.0
1842,64,22,1241.0,1.0
1843,64,26,1243.0,1.0
1844,64,12,1244.0,1.0
1845,64,1,1244.0,1.0
1846,64,34,1244.0,1.0
1847,64,12,1246.0,1.0
1848,64,14,1246.0,1.0
1849,64,20,1248.0,1.0
1850,64,16,1248.0,1.0
1851,64,17,1250.0,1.0
1852,64,9,1250.0,1.0
1853,64,32,1251.0,1.0
1854,64,30,1252.0,1.0
1855,64,29,1252.0,1.0
1856,64,1,1253.0,1.0
1857,64,2,1254.0,1.0
1858,64,11,1254.0,1.0
1859,64,32,1255.0,1.0
1860,64,30,1256.0,1.0
1861,64,12,1256.0,1.0
1862,64,22,1256.0,1.0
1863,64,10,1257.0,1.0
1864,64,6,1258.0,1.0
1865,64,4,1259.0,1.0
1866,64,6,1260.0,1.0
1867,64,30,1260.0,1.0
1868,64,14,1260.0,1.0
1869,64,11,1260.0,1.0
1870,64,23,1260.0,1.0
1871,64,5,1262.0,1.0
1872,64,7,1262.0,1.0
1873,64,6,1263.0,1.0
1874,64,23,1264.0,1.0
1875,64,21,1264.0,1.0
1876,64,21,1265.0,1.0
1877,64,0,1265.0,1.0
1878,64,1,1266.0,1.0
1879,64,11,1267.0,1.0
1880,64,16,1268.0,1.0
1881,64,28,1268.0,1.0
1882,64,13,1269.0,1.0
1883,64,19,1270.0,1.0
1884,64,20,1270.0,1.0
1885,64,1,1271.0,1.0
1886,64,27,1272.0,1.0
1887,64,34,1272.0,1.0
1888,64,29,1273.0,1.0
1889,64,1,1274.0,1.0
1890,64,19,1275.0,1.0
1891,64,8,1276.0,1.0
1892,64,33,1276.0,1.0
1893,64,21,1277.0,1.0
1894,64,22,1278.0,1.0
1895,64,9,1280.0,1.0
1896,64,0,1280.0,1.0
1897,64,25,1280.0,1.0
1898,64,12,1280.0,1.0
1899,64,17,1280.0,1.0
